device_id,user_id,device_type,os_version,device_model,device_brand,app_version,push_token,is_primary,first_seen_at,last_seen_at,created_at
D00000101_1,101,android,Android 12,P60 Pro,华为,5.7.4,c5194500cd86437ef742ee6a2e28343bd20bd6054dea5660a5d7ee6cc847e96a,t,,,2026-01-25 02:16:11.534152
D00000102_1,102,android,Android 14,14 Pro,小米,3.0.7,3a049be70ceaf10a43647a13dc04828adfbab50ed242e49f2f6f33cddb6972c9,t,,,2026-01-25 02:16:11.534152
D00000103_1,103,mini_program,WeChat 8.0,Mini Program,WeChat,3.5.7,,t,,,2026-01-25 02:16:11.534152
D00000103_2,103,android,Android 14,真我 GT Neo5,realme,5.5.14,61440e8b99ed700ecb26027d4fb23a3a044184a9044264f269d1ca4e5cdf8be1,f,,,2026-01-25 02:16:11.534152
D00000104_1,104,android,Android 13,90 GT,荣耀,3.5.10,d85e6bea49197f1230fabec408d0713ef2353d8fd1187a6369782829808f27b9,t,,,2026-01-25 02:16:11.534152
D00000104_2,104,ios,iOS 17.1,iPhone 14 Pro,Apple,5.2.16,3710dbb3ca30c35939adce819f1350577f0c42ebc8f69f4dfb859863b2aeb69e,f,,,2026-01-25 02:16:11.534152
D00000105_1,105,android,Android 13,Galaxy S24 Ultra,三星,3.3.19,5c993cd13f1d4a6fe025539331d83411a9c58fc908d996745d37bc54ffb37230,t,,,2026-01-25 02:16:11.534152
D00000105_2,105,mini_program,WeChat 8.0,Mini Program,WeChat,3.4.19,,f,,,2026-01-25 02:16:11.534152
D00000106_1,106,mini_program,WeChat 8.0,Mini Program,WeChat,5.5.4,,t,,,2026-01-25 02:16:11.534152
D00000106_2,106,web,Windows 11,Chrome,Browser,3.2.2,,f,,,2026-01-25 02:16:11.534152
D00000107_1,107,ios,iOS 16.0,iPhone SE,Apple,4.4.0,1eee84910a4a47a48d803c6c6f931b17d9bbda9fca5cd2b6d92f8b1c497c3e76,t,,,2026-01-25 02:16:11.534152
D00000108_1,108,android,Android 12,Redmi Note 13,小米,4.3.18,96f52828ab7923b2bebe6553e1bed9cf8ebcebbea85d510c718683e9a4f1009a,t,,,2026-01-25 02:16:11.534152
D00000109_1,109,android,Android 13,A2 Pro,OPPO,3.1.4,b059b5db2a2304c09d490f63b1db6cfcd354f41319f31e6bc6b607dbb145fb85,t,,,2026-01-25 02:16:11.534152
D00000109_2,109,android,Android 14,13 Ultra,小米,4.1.7,2b98560e6fa8c9fa0e9a014883e1c41743690da4b14e233cf5bab339dfae3fdb,f,,,2026-01-25 02:16:11.534152
D00000110_1,110,mini_program,WeChat 8.0,Mini Program,WeChat,4.3.20,,t,,,2026-01-25 02:16:11.534152
D00000111_1,111,android,Android 14,Galaxy S23,三星,5.5.8,b649f171b9212f9eb92ed2e68cba434134cdf20b9f25001a575f272419d6deaf,t,,,2026-01-25 02:16:11.534152
D00000111_2,111,ios,iOS 16.5,iPhone 14,Apple,4.6.14,e007923109726a137d09fa725193cce18a7f64d017290267f089ab65e0eb19c7,f,,,2026-01-25 02:16:11.534152
D00000112_1,112,android,Android 13,Galaxy S23,三星,4.0.9,da575ac07910ac671ed466b6dbfa45d557f20de37feca9be5cee160cf0772be8,t,,,2026-01-25 02:16:11.534152
D00000113_1,113,android,Android 12,真我 GT Neo5,realme,4.7.15,be02e675b98cd429bb3ff484ec734247059052ab7e8d88987f898f70b140f540,t,,,2026-01-25 02:16:11.534152
D00000114_1,114,android,Android 12,GT5 Pro,realme,4.1.14,2dda5c8bec22a275ddeebe3a3ab0a28634b890ffbf74bfcedb86e64018ec487c,t,,,2026-01-25 02:16:11.534152
D00000114_2,114,web,Ubuntu 22.04,Edge,Browser,5.8.2,,f,,,2026-01-25 02:16:11.534152
D00000114_3,114,android,Android 13,S18 Pro,vivo,4.9.2,f09fb51492cca35c2a6d0301eac6ed33e7c4215cf6155b2ed33f070169a2ae9c,f,,,2026-01-25 02:16:11.534152
D00000115_1,115,android,Android 14,X50,荣耀,5.0.16,6c8719b599caa82b9535111475eeaf7cf5d9eb9c0e57aa8d1410adf45c786733,t,,,2026-01-25 02:16:11.534152
D00000116_1,116,ios,iOS 17.2,iPhone 15 Pro Max,Apple,5.6.9,74add56d09830496718783bc1096108b0662fa85fe1d5b0cda6495c91eec30e2,t,,,2026-01-25 02:16:11.534152
D00000117_1,117,ios,iOS 17.2,iPhone SE,Apple,3.2.19,34c3f75d6048eddafcd13786c04077bc139f65e23098972f8aef072ecf26726d,t,,,2026-01-25 02:16:11.534152
D00000118_1,118,ios,iOS 17.2,iPhone 14,Apple,4.2.1,111d85f11a5fe33a31a980990ea13d89f70135025b3196c38a8d13581e426bdf,t,,,2026-01-25 02:16:11.534152
D00000119_1,119,android,Android 14,Redmi K70,小米,3.9.11,67051f3e1212733a5b3ea54d3e4c50adca7b88c1fd0fdeac826787212e363069,t,,,2026-01-25 02:16:11.534152
D00000120_1,120,android,Android 13,Y100,vivo,3.8.18,f444de288ce797088334fed45ce1e45a575545232a8746335bd96b0567833b61,t,,,2026-01-25 02:16:11.534152
D00000121_1,121,android,Android 13,Nord CE,一加,5.9.19,943deb6221d83107f4e6af3dd56b3f7a850608dfaa8e7d2ad8b368d84e6f9217,t,,,2026-01-25 02:16:11.534152
D00000122_1,122,ios,iOS 16.5,iPhone 14 Pro,Apple,4.4.5,edc6ff475736f9d8a8e23a253d95aed2541221f94d0d52fdf0a10c531a5a57bb,t,,,2026-01-25 02:16:11.534152
D00000123_1,123,ios,iOS 17.1,iPhone 13,Apple,4.8.4,16453d21a89b75fe87b90b16bbeadfc396f3302c4e653e4af40886506b84c834,t,,,2026-01-25 02:16:11.534152
D00000124_1,124,mini_program,WeChat 8.0,Mini Program,WeChat,3.9.16,,t,,,2026-01-25 02:16:11.534152
D00000125_1,125,ios,iOS 17.0,iPhone 13,Apple,3.3.14,9533644ca73ce41efad70b0c7432757dc70e56bef8f4f82479ca6434ca836cec,t,,,2026-01-25 02:16:11.534152
D00000126_1,126,web,Ubuntu 22.04,Safari,Browser,3.5.10,,t,,,2026-01-25 02:16:11.534152
D00000126_2,126,android,Android 14,真我 GT Neo5,realme,3.2.1,ca1443b29e1d56f533b7aa17a98c572b0c6ce5f9f84ab16292a4b74f7e9c71cd,f,,,2026-01-25 02:16:11.534152
D00000126_3,126,ios,iOS 16.0,iPhone 14 Pro,Apple,3.9.13,74c3cf583e6c93cbea7c10f826c68096397e9535b03126a9ab821c4b7851ec95,f,,,2026-01-25 02:16:11.534152
D00000127_1,127,web,Windows 11,Firefox,Browser,5.4.1,,t,,,2026-01-25 02:16:11.534152
D00000128_1,128,ios,iOS 16.0,iPhone SE,Apple,4.4.1,a75086fa36aac49aaa7909358acdd70662473745b05bf856b0cc7d27b3a43fdd,t,,,2026-01-25 02:16:11.534152
D00000129_1,129,android,Android 14,GT5 Pro,realme,3.0.4,6bf57e0be9cab0a50f21d742ab70190a8a1b40567f664a8286c7c27783f9ea2f,t,,,2026-01-25 02:16:11.534152
D00000130_1,130,android,Android 12,Y100,vivo,3.4.13,f523037d7839d6778cd3d825fc19a9d8eb88a637d629ec9a3306f454f4338964,t,,,2026-01-25 02:16:11.534152
D00000130_2,130,android,Android 12,Reno 11 Pro,OPPO,5.4.8,bdfa2a77bd1a99af0253eca7baf1d2fe9f244c93b46be5457b299432c75a8014,f,,,2026-01-25 02:16:11.534152
D00000131_1,131,web,Windows 11,Chrome,Browser,5.7.15,,t,,,2026-01-25 02:16:11.534152
D00000132_1,132,mini_program,WeChat 8.0,Mini Program,WeChat,3.3.15,,t,,,2026-01-25 02:16:11.534152
D00000132_2,132,android,Android 13,Find X7 Ultra,OPPO,3.9.4,617261485d67ffc1ba1bfe0bbe6fd0fb451c2f42d6cc5b35dbe6c791f52b433f,f,,,2026-01-25 02:16:11.534152
D00000133_1,133,ios,iOS 17.2,iPhone 15,Apple,4.6.11,7ac667cf84511a71390f1f3b42beb1df9eb2673365af90d2681a210c1d88e474,t,,,2026-01-25 02:16:11.534152
D00000134_1,134,android,Android 12,Galaxy A54,三星,4.3.15,7a3afe951c5231c488fff293bcc1c861ec947b14d5a92d7007536220fea32ec2,t,,,2026-01-25 02:16:11.534152
D00000135_1,135,android,Android 13,GT5 Pro,realme,3.8.10,f7a6b6df3b8c2e3cb4e77cea718b44a48b04b586023019c57744f537b3177d03,t,,,2026-01-25 02:16:11.534152
D00000135_2,135,ios,iOS 16.5,iPhone 15 Pro Max,Apple,4.4.19,30921cc361132dd43c11cb5477acee3ee6a489cebaf13af5b9550841e554d2ec,f,,,2026-01-25 02:16:11.534152
D00000136_1,136,ios,iOS 17.0,iPhone 15 Pro,Apple,5.1.15,fea065be249a6b87fdb599401477ef7b4ca5b53cd2581f6b0270cbb50bb0cd8d,t,,,2026-01-25 02:16:11.534152
D00000136_2,136,ios,iOS 16.5,iPhone SE,Apple,5.7.13,e23252f358dc37dc6fa771e82ce83957b3f5d448479744b2266cfd2d6cf82df1,f,,,2026-01-25 02:16:11.534152
D00000137_1,137,android,Android 12,Galaxy S24 Ultra,三星,3.2.7,1850ea86f9fec182aec49dac741cca1368b18f08d16f5c6b84addb84669d84a9,t,,,2026-01-25 02:16:11.534152
D00000138_1,138,android,Android 13,90 GT,荣耀,3.3.12,13a8803c79c3ce3e6ffed99495e0b4a031064f036611d8c46b6654d005a5f982,t,,,2026-01-25 02:16:11.534152
D00000139_1,139,android,Android 13,Mate 60 Pro,华为,5.9.2,b8fb06750f00671d78b8fb897b8063eb765889ffe40a8de41e80dd5ef47c3289,t,,,2026-01-25 02:16:11.534152
D00000139_2,139,ios,iOS 17.2,iPhone 14,Apple,5.2.16,016d1a4deac4e580f31e39fc2a6f1ff72701d02ce483e60a1eb3ff65eebaa935,f,,,2026-01-25 02:16:11.534152
D00000140_1,140,android,Android 14,nova 11,华为,3.5.12,cef9ad36fc62922b1a4191ff01380535a1941f14c5cb1845216ccfd4e9089146,t,,,2026-01-25 02:16:11.534152
D00000140_2,140,android,Android 14,Redmi K70,小米,5.8.1,468f3f7092af3cbdc61304e888c3960583de3da2dfd7bca863dcbc8e0cad76ad,f,,,2026-01-25 02:16:11.534152
D00000141_1,141,android,Android 14,nova 11,华为,4.1.9,1ab02d8f918b2399df107dead9a4797fefed2464b93a62f8912a754d36a1d7d5,t,,,2026-01-25 02:16:11.534152
D00000141_2,141,ios,iOS 16.5,iPhone 15,Apple,3.9.13,36b3549d1d9e2ae07dd7839828b4d25bc8651055a0f7d762ac73117256a33029,f,,,2026-01-25 02:16:11.534152
D00000141_3,141,android,Android 14,Mate 50,华为,4.3.2,5abd1817531e3fc563350ba5e5e446768a6afcb640eb050ac56427a7c060d44e,f,,,2026-01-25 02:16:11.534152
D00000142_1,142,android,Android 12,Mate 60 Pro,华为,3.8.9,9a2cf4dc243ae15cf99bd1c7bd2fdce28fb30f33ebbd2b796789f4dcd08d672c,t,,,2026-01-25 02:16:11.534152
D00000142_2,142,ios,iOS 17.2,iPhone 14 Pro,Apple,4.1.10,bc9bc4f666764b6a92c161512e765bec661eb0f4035596567295d63b03241f85,f,,,2026-01-25 02:16:11.534152
D00000143_1,143,android,Android 14,Nord CE,一加,5.0.2,0d2f8a1ea0b456331f211200548edfdb61e7f89ecc1ed0c30ece12e4e5cecf52,t,,,2026-01-25 02:16:11.534152
D00000144_1,144,android,Android 14,GT5 Pro,realme,3.6.18,c887ef4b204cee82d85b7c16507d20d83baf3a86bdc936d6e49540147d18c59b,t,,,2026-01-25 02:16:11.534152
D00000145_1,145,android,Android 14,Nord CE,一加,3.8.11,582e2d73e526bfc69f4d7635a157295f74664a5eba6c71873fdd15c9e2f8d05b,t,,,2026-01-25 02:16:11.534152
D00000145_2,145,web,macOS 14,Firefox,Browser,4.7.7,,f,,,2026-01-25 02:16:11.534152
D00000146_1,146,ios,iOS 17.1,iPhone 15,Apple,5.0.19,e1fcb13598b4c46aaaab35321400199eed9572475fc691434ec5b1c2de323859,t,,,2026-01-25 02:16:11.534152
D00000147_1,147,ios,iOS 16.5,iPhone 13,Apple,5.5.17,f8e2b81bfd26833d5ed56336c05d0bb1a565373dc1cf61c9f2e0c7bf447e191b,t,,,2026-01-25 02:16:11.534152
D00000147_2,147,ios,iOS 17.1,iPhone SE,Apple,5.4.14,176f5411964f7c572b5e3838877fec2fab86b2b0ca1637594fe93b05dd596289,f,,,2026-01-25 02:16:11.534152
D00000147_3,147,android,Android 14,Redmi K70,小米,3.5.2,45ae9d1002c8f10ab086cf571a1306b4591d06dc5bd1c62065f1334087ec34ec,f,,,2026-01-25 02:16:11.534152
D00000148_1,148,android,Android 14,Find X7 Ultra,OPPO,4.8.5,d5a493853d87fbe4f5320c8be11bd8df098efccdd96c51190fe4de05c79867fc,t,,,2026-01-25 02:16:11.534152
D00000149_1,149,ios,iOS 16.5,iPhone 15 Pro Max,Apple,4.2.3,58ba9e525cb7517409029522aa1356b34b9b179835cddeea0283eae1f27520b4,t,,,2026-01-25 02:16:11.534152
D00000149_2,149,android,Android 13,Find X7 Ultra,OPPO,5.2.17,377557366a833dca73ba6229493e9598cc3782fe61552fbcb52100935c8589db,f,,,2026-01-25 02:16:11.534152
D00000150_1,150,android,Android 14,Galaxy S23,三星,4.9.10,0fd75cc2bee18c944c66f3b4c9948e902fdb44a7653d734f79a195b56fe17fd7,t,,,2026-01-25 02:16:11.534152
D00000150_2,150,ios,iOS 16.0,iPhone SE,Apple,5.2.0,3315b88a04ff33436333dac1a4d2adc52825fab2930049a11fef8a9e975c4384,f,,,2026-01-25 02:16:11.534152
D00000151_1,151,web,Windows 11,Firefox,Browser,4.6.2,,t,,,2026-01-25 02:16:11.534152
D00000151_2,151,android,Android 14,Ace 3,一加,3.3.8,fcd84a0b361440e3e8512cbca8d49cd18b7380acb45f5eb1b5279a8d7b595dd9,f,,,2026-01-25 02:16:11.534152
D00000152_1,152,android,Android 13,A2 Pro,OPPO,4.3.10,934eb08f547ed763b6602a4b11f6f5e588b5e4baeae8d39c2be666bec621a369,t,,,2026-01-25 02:16:11.534152
D00000153_1,153,android,Android 13,真我 GT Neo5,realme,5.9.10,9ec63f4df4cf95fd2e981e181a2cfb9d5332c4bc7d38f60b2ccbd6e785941f1d,t,,,2026-01-25 02:16:11.534152
D00000154_1,154,mini_program,WeChat 8.0,Mini Program,WeChat,3.2.10,,t,,,2026-01-25 02:16:11.534152
D00000155_1,155,ios,iOS 17.2,iPhone 13,Apple,3.9.14,a36f5e5e8a0dd698b2d5f85d3dc144896787ace90636679a756fe5e098aacbfc,t,,,2026-01-25 02:16:11.534152
D00000156_1,156,android,Android 14,Galaxy S23,三星,5.3.13,727190f0534a78e57e1daadba0acfc8875e21f47e21553a279ec1b180e4a5e9f,t,,,2026-01-25 02:16:11.534152
D00000157_1,157,android,Android 14,S18 Pro,vivo,5.1.10,1d6becc661929b8ee854c21ea1a8ed3f6a8df2029d9d4f54f12a6a2c92720821,t,,,2026-01-25 02:16:11.534152
D00000158_1,158,ios,iOS 17.2,iPhone SE,Apple,3.1.8,c9ff170e319f385109eebb5ac0eaedf68f4296555ec513193d7169bb6e125eb3,t,,,2026-01-25 02:16:11.534152
D00000159_1,159,android,Android 12,Nord CE,一加,3.2.4,71f86bd9964867fae2402e9de0e041461b0cd177e674bd11e2f8764098788839,t,,,2026-01-25 02:16:11.534152
D00000160_1,160,web,Windows 11,Edge,Browser,4.2.6,,t,,,2026-01-25 02:16:11.534152
D00000161_1,161,android,Android 12,12 Pro,一加,4.9.8,36efe56b51c6bac7014c16cc374dbcf12703dbf8c8690518502aa6f7618c4214,t,,,2026-01-25 02:16:11.534152
D00000162_1,162,ios,iOS 16.5,iPhone 13,Apple,4.9.20,df7b9781bdd8fd85e1953000d492a724f738df51d79bf64abecbb900f0ee5f12,t,,,2026-01-25 02:16:11.534152
D00000162_2,162,web,Windows 11,Safari,Browser,5.3.8,,f,,,2026-01-25 02:16:11.534152
D00000163_1,163,ios,iOS 17.0,iPhone 15,Apple,4.0.4,d378ff8a7db56282f21ad9067e6d5d2e26f51fca2ea416ab81bee26dd4a25755,t,,,2026-01-25 02:16:11.534152
D00000164_1,164,ios,iOS 17.2,iPhone 14,Apple,3.6.13,e00817e95d9492f574be778d0c45153478c823ed427a7030ac5e5977634190fb,t,,,2026-01-25 02:16:11.534152
D00000165_1,165,android,Android 13,P60 Pro,华为,5.5.19,40cf70bca449714de92f95f0944fa1650eed240a090229401f2a39c601619d13,t,,,2026-01-25 02:16:11.534152
D00000166_1,166,mini_program,WeChat 8.0,Mini Program,WeChat,5.0.1,,t,,,2026-01-25 02:16:11.534152
D00000166_2,166,ios,iOS 17.2,iPhone 15 Pro,Apple,4.0.20,e08cc9a0d974948ef8fdde76fc70592f397d01bbd823377dd53c96290f423d1c,f,,,2026-01-25 02:16:11.534152
D00000166_3,166,ios,iOS 17.0,iPhone 13,Apple,3.8.7,e1d3ec7cc4c1ed98ed8848f0ca10ff63b98d4166ad15c59e9d06eb3f7e61dd98,f,,,2026-01-25 02:16:11.534152
D00000167_1,167,mini_program,WeChat 8.0,Mini Program,WeChat,5.5.14,,t,,,2026-01-25 02:16:11.534152
D00000168_1,168,android,Android 14,Find X7 Ultra,OPPO,3.3.8,d6cc97dce8b1ee77075c43d3a44ae3a3771397f96e97015f16af7ccc0ff6c22f,t,,,2026-01-25 02:16:11.534152
D00000169_1,169,android,Android 13,GT5 Pro,realme,5.7.13,f5350e661e40f4c5c2409e5a08014b224664f9d22ceb47a27691c1a341ce6208,t,,,2026-01-25 02:16:11.534152
D00000170_1,170,android,Android 14,Galaxy A54,三星,5.3.2,9d6c70714f0ee972117e0d26280d516e29e09f7bfa76f3aed338aa42ac0138cb,t,,,2026-01-25 02:16:11.534152
D00000171_1,171,android,Android 12,Mate 60 Pro,华为,5.3.11,3021204a1859e4d13ed32b729be7ed39a5b33dab478228c5b8e5868137e9b9d7,t,,,2026-01-25 02:16:11.534152
D00000171_2,171,mini_program,WeChat 8.0,Mini Program,WeChat,4.9.12,,f,,,2026-01-25 02:16:11.534152
D00000172_1,172,android,Android 14,真我 GT Neo5,realme,3.4.19,015452faca8f40bb6a60e1cf495bea7ec4a17f42d5e9401f06968082974244db,t,,,2026-01-25 02:16:11.534152
D00000172_2,172,android,Android 13,90 GT,荣耀,4.9.17,b83122bedf3a1487a700b11175bf23cdd50834a68068f82773f69b1f825e8af7,f,,,2026-01-25 02:16:11.534152
D00000172_3,172,web,Windows 11,Chrome,Browser,3.5.2,,f,,,2026-01-25 02:16:11.534152
D00000173_1,173,android,Android 13,GT5 Pro,realme,5.1.11,d490e66f70e34d33f4ba992f23b1bd42ad0040c2355afac356c642d3ae09e633,t,,,2026-01-25 02:16:11.534152
D00000173_2,173,android,Android 14,90 GT,荣耀,5.4.3,1aa8d3b699d1402f6b0d675df746987a367e1dc960e736f84daf1cd498506367,f,,,2026-01-25 02:16:11.534152
D00000173_3,173,android,Android 14,14 Pro,小米,4.7.12,351fb22746432a9115d6d388039b6db4b09ba92e5f473bdb4e721ae10f6085da,f,,,2026-01-25 02:16:11.534152
D00000174_1,174,ios,iOS 16.5,iPhone 15,Apple,3.6.13,7e58d33f8c58dee262b98f34fefb2fd954b01f7387296ad9c16fa65f7afcf9bb,t,,,2026-01-25 02:16:11.534152
D00000175_1,175,ios,iOS 17.0,iPhone 13,Apple,5.5.19,d5728c50000ea19f0e30dde82e2159594983508f02835e0cedf2fd9b1a148fdd,t,,,2026-01-25 02:16:11.534152
D00000176_1,176,android,Android 13,Galaxy A54,三星,4.5.1,ca2c6749cee9ac897c654a8fb96f9b649317d0b807e440c3ccfa0693aff2e861,t,,,2026-01-25 02:16:11.534152
D00000177_1,177,ios,iOS 16.5,iPhone 13,Apple,3.4.2,782dcb2742b9e9d88e11d70770912da7798edbb111f15fe351605fd6d5841f59,t,,,2026-01-25 02:16:11.534152
D00000178_1,178,android,Android 13,13 Ultra,小米,3.2.18,e27f01d9015c0581f082610b94b753633f566917a0b5670b70d8abc05a6f8651,t,,,2026-01-25 02:16:11.534152
D00000178_2,178,android,Android 14,真我 GT Neo5,realme,3.0.0,0dd85a88f466790b114996ac9ddb0d10196bf49e9ad5ded5947b8fb35c5eda52,f,,,2026-01-25 02:16:11.534152
D00000178_3,178,web,Ubuntu 22.04,Firefox,Browser,5.8.13,,f,,,2026-01-25 02:16:11.534152
D00000179_1,179,android,Android 12,Ace 3,一加,4.7.19,c7756453bfc633ca75856423aee84b14bcd95ca6c17b5d73e906c4bdb73f1b11,t,,,2026-01-25 02:16:11.534152
D00000180_1,180,android,Android 12,Nord CE,一加,5.0.20,8e6b3ed0f8f6ff05621752495c2c31ed84fd1f04b3ef8d192074fb753c3d63f0,t,,,2026-01-25 02:16:11.534152
D00000181_1,181,android,Android 12,Reno 11 Pro,OPPO,5.8.12,a9a58c2e1e6d4ee4373bbe01553069a81c578fe766da8321945f4fd799db8c9b,t,,,2026-01-25 02:16:11.534152
D00000181_2,181,ios,iOS 16.5,iPhone SE,Apple,4.3.3,6010fd429aae1d4b864a4a6a03db6b9ab5d7725b7d3b864aa941e0af32b14a24,f,,,2026-01-25 02:16:11.534152
D00000182_1,182,ios,iOS 16.0,iPhone 13,Apple,3.4.13,4b3966bf12035ccce9e20877a0c193795060d2b71d3c80a13eeb0529f8927daa,t,,,2026-01-25 02:16:11.534152
D00000183_1,183,ios,iOS 17.2,iPhone 15 Pro,Apple,4.0.3,5a45dcdfdc33d6c0c9ea8dc9da8514368ce36dbbe63ca12bb1c82ce6384c5480,t,,,2026-01-25 02:16:11.534152
D00000183_2,183,ios,iOS 16.0,iPhone 15,Apple,4.2.2,1e1f67dfcca8ed3f37e766778c2f6bd871f66e1b16cb222c5250ff553d990c1d,f,,,2026-01-25 02:16:11.534152
D00000184_1,184,ios,iOS 17.2,iPhone SE,Apple,4.6.6,85d64bcd746dce83a5600e7e6fa50022d9610ea1cddf7e979aea45e337753831,t,,,2026-01-25 02:16:11.534152
D00000184_2,184,ios,iOS 17.0,iPhone 15 Pro Max,Apple,3.5.7,77c1d31acacc5cdb5809fd6df4be5fe5fdcd4c2a8a1a0c12ffa86cfe8776ae91,f,,,2026-01-25 02:16:11.534152
D00000184_3,184,ios,iOS 16.0,iPhone 14,Apple,5.3.11,b591fedd23263a95512ec9d721d371f0b6f4060effb35e67b22094ec18e44c91,f,,,2026-01-25 02:16:11.534152
D00000185_1,185,android,Android 14,Nord CE,一加,5.2.11,7735aeffa93ffc6ca6a9de111fc4f7be48df3f28622b93562b33f7f9c43e01e2,t,,,2026-01-25 02:16:11.534152
D00000186_1,186,web,macOS 14,Firefox,Browser,4.1.1,,t,,,2026-01-25 02:16:11.534152
D00000187_1,187,android,Android 12,nova 11,华为,4.6.16,95cbae3be03665708257fc4e314e4280187d145e385bc865510b2c97a82ce998,t,,,2026-01-25 02:16:11.534152
D00000187_2,187,android,Android 13,Find X7 Ultra,OPPO,5.2.9,19ff11dc210ecf753696798a9fb8cb6aa03362c6f9a3c43bcd670e1f0cd9f260,f,,,2026-01-25 02:16:11.534152
D00000188_1,188,android,Android 14,Redmi Note 13,小米,5.8.5,cf31a0008bb0907c59f57890d7399b57b1242a5a5e52a9012316324136c6e009,t,,,2026-01-25 02:16:11.534152
D00000189_1,189,android,Android 13,Galaxy A54,三星,5.9.14,1138ceb961866c0d936225b334a4c5197b44a943eb50a23fd7252a551c509541,t,,,2026-01-25 02:16:11.534152
D00000190_1,190,ios,iOS 17.0,iPhone 15 Pro,Apple,5.9.13,5440d7155015690575986bbe40e36524849b8c851e4078b806dea59dc7b310fa,t,,,2026-01-25 02:16:11.534152
D00000191_1,191,mini_program,WeChat 8.0,Mini Program,WeChat,5.8.18,,t,,,2026-01-25 02:16:11.534152
D00000192_1,192,android,Android 12,Ace 3,一加,5.7.13,0b21b5eee7d15cfd751dc6f48cdfc9a81e7dfe8905f896f39fa85d6b8a63a503,t,,,2026-01-25 02:16:11.534152
D00000193_1,193,web,Ubuntu 22.04,Chrome,Browser,5.0.0,,t,,,2026-01-25 02:16:11.534152
D00000193_2,193,android,Android 13,Redmi K70,小米,4.7.7,5bb312ffdc43ae555205ef27aba08639bde731a046f5a5f4fd847ead574bdc20,f,,,2026-01-25 02:16:11.534152
D00000194_1,194,android,Android 12,Redmi Note 13,小米,3.9.17,0072170d03c07d2339dc9661cf95ef94c9bfc2cbc75aac541eb5b5cc7967e470,t,,,2026-01-25 02:16:11.534152
D00000194_2,194,android,Android 13,Nord CE,一加,5.8.6,85e719ab04c3d4025b0be7e9371ef1208735d79446d62c9c0b0bf0408f9110e4,f,,,2026-01-25 02:16:11.534152
D00000194_3,194,android,Android 12,Ace 3,一加,4.2.15,d5a2014851036031f148c8cd46edffa722a60e88f2af6d1f7a14c0bd4f5d9674,f,,,2026-01-25 02:16:11.534152
D00000195_1,195,android,Android 12,P60 Pro,华为,5.6.17,4644ac0754c280bb0473336aaa3ed205546bfb1a1435463defe84910bbf367e1,t,,,2026-01-25 02:16:11.534152
D00000195_2,195,ios,iOS 17.0,iPhone 15 Pro,Apple,3.0.10,5ed57f8e4c107f81cda9a6f78bb864641e98a941b08c307a01973d64d710b847,f,,,2026-01-25 02:16:11.534152
D00000196_1,196,android,Android 14,Nord CE,一加,5.7.12,38541e760480ce8c381d8e1b680f83bf6b1c6cedc8169e4a94e9cba7c37e91de,t,,,2026-01-25 02:16:11.534152
D00000196_2,196,ios,iOS 17.0,iPhone 13,Apple,5.9.13,1203c9c032c5c18effda7f0754bfb82cbdc4abc6332e68f53b627dd30a937e05,f,,,2026-01-25 02:16:11.534152
D00000197_1,197,ios,iOS 16.5,iPhone 13,Apple,4.4.6,05bdcabe20cf5a3fef4b9181247becdbfc59018ec6c2b8c267521f86832d0fe0,t,,,2026-01-25 02:16:11.534152
D00000198_1,198,android,Android 12,90 GT,荣耀,4.8.4,632ee9fa9064b92d1e9554ae96e371e6ecd8caf18e833919216470cdb4200bf8,t,,,2026-01-25 02:16:11.534152
D00000198_2,198,mini_program,WeChat 8.0,Mini Program,WeChat,4.1.14,,f,,,2026-01-25 02:16:11.534152
D00000199_1,199,android,Android 13,Galaxy S24 Ultra,三星,4.1.19,dec8c7dfc005c9c44436dc2fdd28e1df089dc1a7f88b50399a375bbeaf389490,t,,,2026-01-25 02:16:11.534152
D00000200_1,200,web,Windows 11,Chrome,Browser,4.4.9,,t,,,2026-01-25 02:16:11.534152
D00000201_1,201,android,Android 13,真我 GT Neo5,realme,3.3.9,9aba1914bced5ae5daa1179ce0500a7d2b208e345982bd60cd3c0adf5634719a,t,,,2026-01-25 02:16:11.534152
D00000202_1,202,android,Android 12,Reno 11 Pro,OPPO,3.5.12,8aa283c6c0fc4152fa11aac6b20bfa6cbbf2698e451dab646e642ffd0c9c2332,t,,,2026-01-25 02:16:11.534152
D00000203_1,203,ios,iOS 16.0,iPhone 15 Pro Max,Apple,5.3.4,69392342893a8d0e706c5de3b25c3413cc9c243da20a62f67127528ae28da3fe,t,,,2026-01-25 02:16:11.534152
D00000203_2,203,ios,iOS 16.5,iPhone 15,Apple,4.5.10,dd5c8e7316248d27ff293ff06344b5b8d712b4cd63488c069b9ec0310c15f446,f,,,2026-01-25 02:16:11.534152
D00000204_1,204,android,Android 14,P60 Pro,华为,5.3.20,5217f52777f1ade4c95867045a72e8e2732689829a6709a5b930f56d0147e2d9,t,,,2026-01-25 02:16:11.534152
D00000204_2,204,web,macOS 14,Firefox,Browser,3.7.16,,f,,,2026-01-25 02:16:11.534152
D00000204_3,204,android,Android 14,Y100,vivo,4.1.11,71a64641915fa45ae96be912096a6fba6a26de0ad2f1ea590ce444051aea3bf3,f,,,2026-01-25 02:16:11.534152
