item_id,order_id,product_id,product_name,sku_id,sku_name,quantity,unit_price,discount_amount,actual_amount,created_at
819,365960020173,200,精选苏泊尔 衣架,200,,3,51.77,0.00,155.31,2025-11-10 08:48:25.499656
820,728977910377,39,苏泊尔 空气净化器,39,,1,2643.54,0.00,2643.54,2025-12-19 12:05:48.499656
821,728977910377,72,热卖彪马 帐篷,72,,2,50.23,0.00,100.46,2025-12-19 12:05:48.499656
822,341860027337,10,新款小米 电饭煲,10,,1,104.94,5.52,104.94,2025-11-05 11:41:13.499656
823,341860027337,148,优质九阳 窗帘,148,,3,5279.58,0.00,15838.74,2025-11-05 11:41:13.499656
824,341860027337,80,限定格力 油烟机,80,,3,5297.22,0.00,15891.66,2025-11-05 11:41:13.499656
825,265048969757,147,精选帮宝适 学步车,147,,1,6401.92,0.00,6401.92,2026-01-07 12:26:10.499656
826,265048969757,41,限定巴拉巴拉 益智玩具,41,,2,104.11,0.00,208.22,2026-01-07 12:26:10.499656
827,265048969757,16,精选特步 哑铃,16,,1,74.74,8.30,74.74,2026-01-07 12:26:10.499656
828,265048969757,186,贝亲 婴儿奶粉,186,,2,351.87,0.00,703.74,2026-01-07 12:26:10.499656
829,171454892966,195,精选三星 智能手表,195,,3,954.88,505.53,2864.64,2025-10-28 22:03:30.499656
830,171454892966,95,森马 衬衫,95,,2,13.71,0.00,27.42,2025-10-28 22:03:30.499656
831,874186343173,38,经典宜家 床上用品,38,,1,3214.56,357.17,3214.56,2025-10-30 07:17:24.499656
832,974972866250,150,新款美的 消毒柜,150,,2,1288.78,0.00,2577.56,2026-01-04 14:41:41.499656
833,568810840023,138,限定李宁 登山杖,138,,1,4585.91,1146.48,4585.91,2025-10-28 02:44:52.499656
834,669258473366,88,优质耐克 拉力带,88,,2,229.34,0.00,458.68,2025-11-23 00:27:28.499656
835,669258473366,164,新款惠普 智能手表,164,,4,163.01,0.00,652.04,2025-11-23 00:27:28.499656
836,669258473366,127,经典欧莱雅 精华,127,,2,94.01,0.00,188.02,2025-11-23 00:27:28.499656
837,669258473366,84,精选vivo 充电器,84,,2,70.36,0.00,140.72,2025-11-23 00:27:28.499656
838,669258473366,196,热卖斐乐 登山杖,196,,1,971.45,51.13,971.45,2025-11-23 00:27:28.499656
839,268424420864,25,时尚匹克 运动裤,25,,2,144.65,32.14,289.30,2025-11-18 16:43:44.499656
840,268424420864,161,精选好孩子 积木,161,,1,497.65,87.82,497.65,2025-11-18 16:43:44.499656
841,977259262930,68,耐克 拉力带,68,,1,228.51,25.39,228.51,2025-12-14 21:01:42.499656
842,119009660603,32,时尚OPPO 智能手表,32,,2,1181.70,0.00,2363.40,2026-01-06 05:08:27.499656
843,119009660603,113,热卖vivo 老人机,113,,1,4272.09,0.00,4272.09,2026-01-06 05:08:27.499656
844,654897668641,198,小米 智能音箱,198,,1,3968.77,992.19,3968.77,2025-12-06 06:58:02.499656
845,654897668641,169,限定耐克 运动套装,169,,2,892.95,94.00,1785.90,2025-12-06 06:58:02.499656
846,305849156057,27,精选贝亲 婴儿奶粉,27,,1,1270.77,66.88,1270.77,2025-11-01 10:01:41.499656
847,538246759277,177,精选森马 套装,177,,1,67.51,0.00,67.51,2025-10-31 16:13:43.499656
848,538246759277,62,经典宜家 床上用品,62,,3,6631.44,0.00,19894.32,2025-10-31 16:13:43.499656
849,660670726276,39,苏泊尔 空气净化器,39,,1,2643.54,0.00,2643.54,2026-01-23 22:26:30.499656
850,660670726276,53,热卖森马 衬衫,53,,5,652.62,575.85,3263.10,2026-01-23 22:26:30.499656
851,381956162451,100,新款苏泊尔 窗帘,100,,2,25.81,0.00,51.62,2025-12-24 04:10:40.499656
852,381956162451,184,珀莱雅 精华,184,,1,79.29,0.00,79.29,2025-12-24 04:10:40.499656
853,235139806120,143,经典戴森 洗衣机,143,,1,447.42,78.96,447.42,2025-11-30 23:44:23.499656
854,235139806120,20,优质网易严选 保鲜盒,20,,3,828.25,438.48,2484.75,2025-11-30 23:44:23.499656
855,235139806120,130,热卖好奇 毛绒玩具,130,,2,216.34,0.00,432.68,2025-11-30 23:44:23.499656
856,216282988813,85,优质耐克 哑铃,85,,1,139.80,0.00,139.80,2025-12-30 17:42:07.499656
857,797020588112,167,时尚H&M 衬衫,167,,2,7214.69,759.44,14429.38,2025-12-13 11:19:41.499656
858,627620376762,53,热卖森马 衬衫,53,,1,652.62,115.17,652.62,2025-10-31 04:39:52.499656
859,520886785347,4,优质好孩子 婴儿纸尿裤,4,,2,5925.47,1316.76,11850.94,2025-12-09 11:41:33.499656
860,304198514102,36,优质阿迪达斯 篮球鞋,36,,1,3403.09,600.55,3403.09,2025-12-01 14:17:57.499656
861,272219328106,44,优质完美日记 中性香水,44,,3,21.67,3.42,65.01,2026-01-01 22:26:08.499656
862,187205074059,159,经典百草味 面粉,159,,1,633.49,70.39,633.49,2025-10-30 07:26:55.499656
863,187205074059,103,限定农夫山泉 肉类,103,,1,1253.52,0.00,1253.52,2025-10-30 07:26:55.499656
864,187205074059,94,经典小米 冰箱,94,,2,223.56,0.00,447.12,2025-10-30 07:26:55.499656
865,844833710166,191,新款蒙牛 碳酸饮料,191,,1,31.95,0.00,31.95,2025-11-16 21:55:16.499656
866,844833710166,61,优质蒙牛 大米,61,,1,3683.83,193.89,3683.83,2025-11-16 21:55:16.499656
867,844833710166,128,经典珀莱雅 防晒,128,,1,7477.03,393.53,7477.03,2025-11-16 21:55:16.499656
868,552909168575,190,经典科沃斯 吹风机,190,,1,4876.96,541.88,4876.96,2025-11-17 04:03:19.499656
869,828229001216,46,精选小米有品 纸巾,46,,5,1127.39,0.00,5636.95,2025-12-05 22:37:24.499656
870,828229001216,110,热卖海澜之家 裤子,110,,1,161.03,0.00,161.03,2025-12-05 22:37:24.499656
871,828229001216,143,经典戴森 洗衣机,143,,2,473.74,105.28,947.48,2025-12-05 22:37:24.499656
872,828229001216,131,优质安踏 哑铃,131,,2,359.90,0.00,719.80,2025-12-05 22:37:24.499656
873,830970501683,126,百草味 坚果,126,,1,303.15,0.00,303.15,2026-01-20 06:59:05.499656
874,830970501683,8,热卖索尼 老人机,8,,2,114.50,12.06,229.00,2026-01-20 06:59:05.499656
875,830970501683,23,戴森 油烟机,23,,2,2131.81,0.00,4263.62,2026-01-20 06:59:05.499656
876,649686589378,97,新款九阳 收纳箱,97,,4,6453.81,4555.64,25815.24,2026-01-15 00:36:55.499656
877,545616800334,2,热卖完美日记 女士香水,2,,3,1144.27,858.21,3432.81,2025-12-27 08:54:31.499656
878,545616800334,103,限定农夫山泉 肉类,103,,1,1253.52,0.00,1253.52,2025-12-27 08:54:31.499656
879,545616800334,53,热卖森马 衬衫,53,,1,729.40,38.39,729.40,2025-12-27 08:54:31.499656
880,545616800334,56,蒙牛 蔬菜,56,,1,617.03,0.00,617.03,2025-12-27 08:54:31.499656
881,134710699400,49,限定联想 老人机,49,,1,822.55,0.00,822.55,2025-10-28 00:02:22.499656
882,284082817192,10,新款小米 电饭煲,10,,1,88.37,22.09,88.37,2025-11-09 11:29:34.499656
883,284082817192,76,精选苏泊尔 榨汁机,76,,1,224.32,11.81,224.32,2025-11-09 11:29:34.499656
884,243016850150,34,时尚小米有品 置物架,34,,1,1874.28,0.00,1874.28,2025-12-04 18:11:31.499656
885,243016850150,127,经典欧莱雅 精华,127,,3,94.01,0.00,282.03,2025-12-04 18:11:31.499656
886,243016850150,81,经典森马 裤子,81,,1,1773.89,93.36,1773.89,2025-12-04 18:11:31.499656
887,243016850150,134,时尚苏泊尔 餐具,134,,1,4999.13,263.11,4999.13,2025-12-04 18:11:31.499656
888,243016850150,162,限定海尔 冰箱,162,,2,1561.73,0.00,3123.46,2025-12-04 18:11:31.499656
889,462060451044,22,精选雅培 成人纸尿裤,22,,1,96.13,0.00,96.13,2026-01-01 08:16:37.499656
890,599813751821,143,经典戴森 洗衣机,143,,1,421.10,105.28,421.10,2025-12-10 21:18:05.499656
891,765610629453,184,珀莱雅 精华,184,,2,79.29,0.00,158.58,2026-01-07 16:30:19.499656
892,963786959468,190,经典科沃斯 吹风机,190,,2,5418.84,0.00,10837.68,2025-12-27 08:13:00.499656
893,963786959468,153,三只松鼠 坚果,153,,3,1678.31,0.00,5034.93,2025-12-27 08:13:00.499656
894,963786959468,76,精选苏泊尔 榨汁机,76,,2,236.13,0.00,472.26,2025-12-27 08:13:00.499656
895,963786959468,22,精选雅培 成人纸尿裤,22,,1,86.52,9.61,86.52,2025-12-27 08:13:00.499656
896,878009666279,129,限定GXG 卫衣,129,,2,5749.20,0.00,11498.40,2025-11-07 08:09:44.499656
897,501188745972,70,经典ZARA 裤子,70,,1,26.29,2.92,26.29,2026-01-07 06:50:02.499656
898,501188745972,4,优质好孩子 婴儿纸尿裤,4,,1,5596.27,987.58,5596.27,2026-01-07 06:50:02.499656
899,501188745972,33,时尚小米有品 餐具,33,,2,4706.81,495.46,9413.62,2026-01-07 06:50:02.499656
900,590766828326,27,精选贝亲 婴儿奶粉,27,,2,1337.65,0.00,2675.30,2025-12-01 19:43:42.499656
901,320043609366,178,新款OPPO 笔记本,178,,3,856.86,135.30,2570.58,2026-01-23 17:52:17.499656
902,854888418307,80,限定格力 油烟机,80,,3,5032.36,794.58,15097.08,2025-12-10 15:20:39.499656
903,375756858570,161,精选好孩子 积木,161,,1,585.47,0.00,585.47,2026-01-08 11:28:16.499656
904,375756858570,170,优质惠氏 遥控玩具,170,,4,43.98,9.24,175.92,2026-01-08 11:28:16.499656
905,257311309202,122,优质SK-II 精华,122,,2,4140.12,920.02,8280.24,2026-01-05 02:47:11.499656
906,257311309202,16,精选特步 哑铃,16,,2,83.04,0.00,166.08,2026-01-05 02:47:11.499656
907,257311309202,123,限定格力 吹风机,123,,1,75.38,0.00,75.38,2026-01-05 02:47:11.499656
908,251591940225,184,珀莱雅 精华,184,,2,79.29,0.00,158.58,2025-11-21 18:54:21.499656
909,251591940225,43,经典百草味 大米,43,,2,565.03,0.00,1130.06,2025-11-21 18:54:21.499656
910,251591940225,153,三只松鼠 坚果,153,,1,1678.31,0.00,1678.31,2025-11-21 18:54:21.499656
911,251591940225,156,新款完美日记 腮红,156,,4,1002.37,0.00,4009.48,2025-11-21 18:54:21.499656
912,251591940225,193,热卖H&M 衬衫,193,,2,273.98,96.70,547.96,2025-11-21 18:54:21.499656
913,503720224156,121,时尚SK-II 口红,121,,1,4046.51,449.61,4046.51,2025-12-09 07:33:02.499656
914,503720224156,197,OPPO 笔记本,197,,1,806.90,0.00,806.90,2025-12-09 07:33:02.499656
915,503720224156,181,限定UR 套装,181,,1,366.55,0.00,366.55,2025-12-09 07:33:02.499656
916,503720224156,176,热卖美的 消毒柜,176,,1,5621.98,0.00,5621.98,2025-12-09 07:33:02.499656
917,630485384405,179,经典SK-II 面膜,179,,1,16.21,0.00,16.21,2026-01-09 15:18:55.499656
918,690997940179,73,限定海澜之家 衬衫,73,,3,70.22,11.10,210.66,2025-12-09 05:18:47.499656
919,354214708735,105,优质德尔玛 拖把,105,,1,21.54,0.00,21.54,2025-11-17 11:43:10.499656
920,354214708735,5,精选完美日记 防晒,5,,1,326.82,0.00,326.82,2025-11-17 11:43:10.499656
921,354214708735,20,优质网易严选 保鲜盒,20,,1,925.69,48.72,925.69,2025-11-17 11:43:10.499656
922,354214708735,159,经典百草味 面粉,159,,1,703.88,0.00,703.88,2025-11-17 11:43:10.499656
923,803969100893,167,时尚H&M 衬衫,167,,3,7594.41,0.00,22783.23,2026-01-10 15:09:00.499656
924,803969100893,135,GXG 外套,135,,1,39.14,0.00,39.14,2026-01-10 15:09:00.499656
925,803969100893,49,限定联想 老人机,49,,1,658.04,164.51,658.04,2026-01-10 15:09:00.499656
926,350159715032,158,限定小米 电视,158,,1,913.28,101.47,913.28,2025-11-14 14:53:18.499656
927,332339930505,85,优质耐克 哑铃,85,,1,139.80,0.00,139.80,2026-01-19 13:35:44.499656
928,332339930505,169,限定耐克 运动套装,169,,1,939.95,0.00,939.95,2026-01-19 13:35:44.499656
929,332339930505,38,经典宜家 床上用品,38,,1,3571.73,0.00,3571.73,2026-01-19 13:35:44.499656
930,238740964973,157,优质李宁 瑜伽垫,157,,1,74.01,3.89,74.01,2025-11-17 07:55:23.499656
931,238740964973,30,时尚SK-II 粉底,30,,1,3813.43,672.96,3813.43,2025-11-17 07:55:23.499656
932,238740964973,106,优质GXG 上衣,106,,1,99.02,11.00,99.02,2025-11-17 07:55:23.499656
933,238740964973,152,限定彪马 睡袋,152,,1,27.25,0.00,27.25,2025-11-17 07:55:23.499656
934,238740964973,111,苹果 智能音箱,111,,1,5764.32,303.39,5764.32,2025-11-17 07:55:23.499656
935,671179549302,145,热卖小米 空调,145,,1,274.59,48.46,274.59,2025-11-04 23:23:25.499656
936,786672295159,97,新款九阳 收纳箱,97,,3,7592.72,0.00,22778.16,2025-10-29 13:47:05.499656
937,786672295159,18,精选好孩子 益智玩具,18,,1,936.77,0.00,936.77,2025-10-29 13:47:05.499656
938,365308313080,195,精选三星 智能手表,195,,1,1123.39,0.00,1123.39,2025-12-01 10:53:28.499656
939,365308313080,2,热卖完美日记 女士香水,2,,2,1358.82,143.04,2717.64,2025-12-01 10:53:28.499656
940,365308313080,53,热卖森马 衬衫,53,,1,614.23,153.56,614.23,2025-12-01 10:53:28.499656
941,365308313080,22,精选雅培 成人纸尿裤,22,,1,96.13,0.00,96.13,2025-12-01 10:53:28.499656
942,365308313080,49,限定联想 老人机,49,,1,740.30,82.25,740.30,2025-12-01 10:53:28.499656
943,147497401976,62,经典宜家 床上用品,62,,1,6631.44,0.00,6631.44,2026-01-05 15:48:35.499656
944,147497401976,185,优质波司登 外套,185,,1,2007.45,105.66,2007.45,2026-01-05 15:48:35.499656
945,755538831876,61,优质蒙牛 大米,61,,2,3877.72,0.00,7755.44,2025-11-19 18:34:18.499656
946,755538831876,98,时尚欧莱雅 中性香水,98,,2,5675.20,0.00,11350.40,2025-11-19 18:34:18.499656
947,755538831876,192,限定波司登 外套,192,,1,45.88,0.00,45.88,2025-11-19 18:34:18.499656
948,844607958277,10,新款小米 电饭煲,10,,2,88.37,44.18,176.74,2025-12-27 07:10:19.499656
949,264170112706,65,经典贝亲 孕妇奶粉,65,,3,242.40,0.00,727.20,2025-11-25 01:51:46.499656
950,408662182128,178,新款OPPO 笔记本,178,,1,856.86,45.10,856.86,2026-01-24 00:28:18.499656
951,408662182128,69,限定OPPO 数据线,69,,2,13.23,0.00,26.46,2026-01-24 00:28:18.499656
952,408662182128,16,精选特步 哑铃,16,,2,74.74,16.60,149.48,2026-01-24 00:28:18.499656
953,103788799838,49,限定联想 老人机,49,,1,822.55,0.00,822.55,2026-01-15 00:50:58.499656
954,103788799838,66,海澜之家 半身裙,66,,1,5178.84,272.57,5178.84,2026-01-15 00:50:58.499656
955,103788799838,20,优质网易严选 保鲜盒,20,,1,974.41,0.00,974.41,2026-01-15 00:50:58.499656
956,103788799838,80,限定格力 油烟机,80,,3,4237.78,3178.32,12713.34,2026-01-15 00:50:58.499656
957,187197050166,174,精选珀莱雅 洗发水,174,,1,604.79,0.00,604.79,2026-01-18 02:43:03.499656
958,754371205978,75,美的 垃圾袋,75,,2,4150.45,436.88,8300.90,2025-12-08 09:24:24.499656
959,754371205978,23,戴森 油烟机,23,,1,2025.22,106.59,2025.22,2025-12-08 09:24:24.499656
960,548673797136,87,完美日记 防晒,87,,1,6394.79,0.00,6394.79,2025-11-10 22:57:18.499656
961,931524235483,21,经典九阳 油烟机,21,,2,453.36,0.00,906.72,2026-01-20 11:21:31.499656
962,931524235483,110,热卖海澜之家 裤子,110,,1,152.98,8.05,152.98,2026-01-20 11:21:31.499656
963,931524235483,58,限定德尔玛 毛巾,58,,2,468.41,234.20,936.82,2026-01-20 11:21:31.499656
964,109645753309,53,热卖森马 衬衫,53,,2,767.79,0.00,1535.58,2026-01-15 21:52:52.499656
965,109645753309,43,经典百草味 大米,43,,1,536.78,28.25,536.78,2026-01-15 21:52:52.499656
966,109645753309,105,优质德尔玛 拖把,105,,1,21.54,0.00,21.54,2026-01-15 21:52:52.499656
967,109645753309,18,精选好孩子 益智玩具,18,,1,936.77,0.00,936.77,2026-01-15 21:52:52.499656
968,109645753309,137,蒙牛 水果,137,,1,5865.06,0.00,5865.06,2026-01-15 21:52:52.499656
969,189486250180,107,时尚良品铺子 饼干,107,,2,61.97,0.00,123.94,2026-01-21 01:18:37.499656
970,189486250180,195,精选三星 智能手表,195,,1,1123.39,0.00,1123.39,2026-01-21 01:18:37.499656
971,149193203808,8,热卖索尼 老人机,8,,1,108.48,12.05,108.48,2025-12-01 12:53:44.499656
972,778476113836,170,优质惠氏 遥控玩具,170,,1,46.29,0.00,46.29,2026-01-19 08:49:54.499656
973,516866637293,28,优质太平鸟 裤子,28,,2,1181.43,0.00,2362.86,2026-01-10 08:10:04.499656
974,516866637293,19,德尔玛 收纳箱,19,,1,512.00,26.95,512.00,2026-01-10 08:10:04.499656
975,516866637293,71,限定九阳 刀具,71,,1,6815.52,358.71,6815.52,2026-01-10 08:10:04.499656
976,568250613675,87,完美日记 防晒,87,,1,6394.79,0.00,6394.79,2025-12-30 07:35:39.499656
977,568250613675,91,热卖小米有品 衣架,91,,1,393.37,69.42,393.37,2025-12-30 07:35:39.499656
978,568250613675,189,经典兰蔻 洗发水,189,,1,3296.85,0.00,3296.85,2025-12-30 07:35:39.499656
979,568250613675,1,优质戴森 电热水壶,1,,1,156.44,0.00,156.44,2025-12-30 07:35:39.499656
980,568250613675,120,经典雅培 学步车,120,,2,7129.98,0.00,14259.96,2025-12-30 07:35:39.499656
981,310097185088,16,精选特步 哑铃,16,,1,83.04,0.00,83.04,2025-12-25 15:34:04.499656
982,310097185088,177,精选森马 套装,177,,1,60.76,6.75,60.76,2025-12-25 15:34:04.499656
983,310097185088,98,时尚欧莱雅 中性香水,98,,1,5675.20,0.00,5675.20,2025-12-25 15:34:04.499656
984,653838623886,54,优质安踏 拉力带,54,,1,5405.76,0.00,5405.76,2026-01-21 01:33:25.499656
985,653838623886,199,精选九阳 地毯,199,,1,570.20,100.62,570.20,2026-01-21 01:33:25.499656
986,634303731488,177,精选森马 套装,177,,2,64.13,6.76,128.26,2026-01-22 07:01:45.499656
987,634303731488,106,优质GXG 上衣,106,,1,110.02,0.00,110.02,2026-01-22 07:01:45.499656
988,149088279478,162,限定海尔 冰箱,162,,1,1561.73,0.00,1561.73,2026-01-15 13:06:21.499656
989,550297073240,108,经典九阳 床上用品,108,,1,38.10,0.00,38.10,2025-11-17 02:36:21.499656
990,753216929899,85,优质耐克 哑铃,85,,2,125.82,27.96,251.64,2025-12-08 07:50:25.499656
991,252599947699,74,新款三星 游戏手机,74,,1,382.36,95.59,382.36,2026-01-04 01:35:44.499656
992,252599947699,29,精选帮宝适 孕妇奶粉,29,,1,1955.51,0.00,1955.51,2026-01-04 01:35:44.499656
993,252599947699,39,苏泊尔 空气净化器,39,,2,2114.83,1057.42,4229.66,2026-01-04 01:35:44.499656
994,252599947699,57,热卖匹克 瑜伽垫,57,,3,363.14,0.00,1089.42,2026-01-04 01:35:44.499656
995,252599947699,168,时尚特步 篮球鞋,168,,3,182.75,60.90,548.25,2026-01-04 01:35:44.499656
996,876478816984,182,优质华为 智能手表,182,,2,10.28,0.00,20.56,2025-12-23 15:50:38.499656
997,876478816984,78,经典vivo 笔记本,78,,1,6639.79,0.00,6639.79,2025-12-23 15:50:38.499656
998,876478816984,144,苏泊尔 纸巾,144,,1,399.09,21.00,399.09,2025-12-23 15:50:38.499656
999,406310840932,34,时尚小米有品 置物架,34,,1,1499.42,374.86,1499.42,2026-01-18 12:42:46.499656
1000,406310840932,56,蒙牛 蔬菜,56,,2,524.48,185.10,1048.96,2026-01-18 12:42:46.499656
1001,295852865408,79,限定安踏 运动T恤,79,,1,46.27,2.43,46.27,2025-12-05 15:15:03.499656
1002,295852865408,183,时尚H&M 睡衣,183,,1,1118.69,197.42,1118.69,2025-12-05 15:15:03.499656
1003,622147431637,99,优质百雀羚 洁面,99,,1,220.61,0.00,220.61,2026-01-02 16:32:58.499656
1004,622147431637,12,时尚统一 水果,12,,3,7142.90,1127.82,21428.70,2026-01-02 16:32:58.499656
1005,280310796486,61,优质蒙牛 大米,61,,1,3877.72,0.00,3877.72,2025-12-24 08:08:41.499656
1006,292847976404,58,限定德尔玛 毛巾,58,,1,585.51,0.00,585.51,2025-11-09 13:34:51.499656
1007,292847976404,75,美的 垃圾袋,75,,3,4368.89,0.00,13106.67,2025-11-09 13:34:51.499656
1008,292847976404,30,时尚SK-II 粉底,30,,1,4486.39,0.00,4486.39,2025-11-09 13:34:51.499656
1009,155128468793,2,热卖完美日记 女士香水,2,,2,1430.34,0.00,2860.68,2025-11-05 15:05:11.499656
1010,909959074149,120,经典雅培 学步车,120,,1,7129.98,0.00,7129.98,2025-12-11 11:20:12.499656
1011,909959074149,138,限定李宁 登山杖,138,,2,5445.77,573.24,10891.54,2025-12-11 11:20:12.499656
1012,909959074149,60,精选科沃斯 消毒柜,60,,1,6139.64,0.00,6139.64,2025-12-11 11:20:12.499656
1013,204541377971,184,珀莱雅 精华,184,,1,79.29,0.00,79.29,2025-12-14 20:25:32.499656
1014,204541377971,42,精选完美日记 牙膏,42,,1,1600.94,0.00,1600.94,2025-12-14 20:25:32.499656
1015,226549143358,140,精选海澜之家 裤子,140,,4,812.85,0.00,3251.40,2025-11-01 20:41:07.499656
1016,226549143358,85,优质耐克 哑铃,85,,1,125.82,13.98,125.82,2025-11-01 20:41:07.499656
1017,514411372748,26,精选农夫山泉 果汁,26,,1,1986.33,104.54,1986.33,2026-01-05 12:40:31.499656
1018,514411372748,179,经典SK-II 面膜,179,,2,16.21,0.00,32.42,2026-01-05 12:40:31.499656
1019,514411372748,23,戴森 油烟机,23,,1,2131.81,0.00,2131.81,2026-01-05 12:40:31.499656
1020,514411372748,159,经典百草味 面粉,159,,1,598.30,105.58,598.30,2026-01-05 12:40:31.499656
1021,514411372748,74,新款三星 游戏手机,74,,4,477.95,0.00,1911.80,2026-01-05 12:40:31.499656
1022,741320520752,180,新款洽洽 食用油,180,,1,3578.16,0.00,3578.16,2025-11-13 16:44:12.499656
1023,741320520752,135,GXG 外套,135,,1,39.14,0.00,39.14,2025-11-13 16:44:12.499656
1024,741320520752,32,时尚OPPO 智能手表,32,,5,1122.62,295.40,5613.10,2025-11-13 16:44:12.499656
1025,741320520752,71,限定九阳 刀具,71,,4,7174.23,0.00,28696.92,2025-11-13 16:44:12.499656
1026,635727640808,19,德尔玛 收纳箱,19,,1,512.00,26.95,512.00,2026-01-15 13:58:34.499656
1027,188772915123,188,精选戴森 洗衣机,188,,2,4895.35,0.00,9790.70,2025-11-21 13:43:11.499656
1028,188772915123,91,热卖小米有品 衣架,91,,3,462.79,0.00,1388.37,2025-11-21 13:43:11.499656
1029,569778418763,87,完美日记 防晒,87,,3,6394.79,0.00,19184.37,2025-11-19 13:03:56.499656
1030,569778418763,181,限定UR 套装,181,,1,366.55,0.00,366.55,2025-11-19 13:03:56.499656
1031,547865294435,88,优质耐克 拉力带,88,,3,229.34,0.00,688.02,2026-01-02 12:58:28.499656
1032,547865294435,146,热卖GXG 内裤,146,,1,469.72,0.00,469.72,2026-01-02 12:58:28.499656
1033,356491167265,199,精选九阳 地毯,199,,3,670.82,0.00,2012.46,2025-12-23 05:05:22.499656
1034,356491167265,145,热卖小米 空调,145,,1,323.05,0.00,323.05,2025-12-23 05:05:22.499656
1035,356491167265,41,限定巴拉巴拉 益智玩具,41,,3,98.90,15.63,296.70,2025-12-23 05:05:22.499656
1036,356491167265,86,优衣库 内裤,86,,1,828.18,0.00,828.18,2025-12-23 05:05:22.499656
1037,356491167265,91,热卖小米有品 衣架,91,,1,462.79,0.00,462.79,2025-12-23 05:05:22.499656
1038,554851493364,161,精选好孩子 积木,161,,5,526.92,292.75,2634.60,2025-11-01 01:14:01.499656
1039,554851493364,164,新款惠普 智能手表,164,,3,154.86,24.45,464.58,2025-11-01 01:14:01.499656
1040,613124803309,186,贝亲 婴儿奶粉,186,,1,299.09,52.78,299.09,2026-01-24 12:24:02.499656
1041,456552881744,32,时尚OPPO 智能手表,32,,3,1122.62,177.24,3367.86,2025-11-01 21:06:27.499656
1042,561614401901,112,戴森 电视,112,,4,1482.22,0.00,5928.88,2025-11-14 02:41:41.499656
1043,561614401901,91,热卖小米有品 衣架,91,,1,393.37,69.42,393.37,2025-11-14 02:41:41.499656
1044,533680264860,182,优质华为 智能手表,182,,1,9.25,1.03,9.25,2025-12-28 08:16:59.499656
1045,922648360131,168,时尚特步 篮球鞋,168,,1,203.05,0.00,203.05,2025-12-03 05:48:50.499656
1046,922648360131,41,限定巴拉巴拉 益智玩具,41,,1,88.49,15.62,88.49,2025-12-03 05:48:50.499656
1047,292659480286,195,精选三星 智能手表,195,,1,1123.39,0.00,1123.39,2025-12-24 17:56:05.499656
1048,292659480286,183,时尚H&M 睡衣,183,,3,1250.30,197.43,3750.90,2025-12-24 17:56:05.499656
1049,376190987477,189,经典兰蔻 洗发水,189,,1,3296.85,0.00,3296.85,2025-12-27 20:12:50.499656
1050,376190987477,193,热卖H&M 衬衫,193,,2,273.98,96.70,547.96,2025-12-27 20:12:50.499656
1051,376190987477,19,德尔玛 收纳箱,19,,1,538.95,0.00,538.95,2025-12-27 20:12:50.499656
1052,608975340834,128,经典珀莱雅 防晒,128,,1,7870.56,0.00,7870.56,2025-12-08 17:24:36.499656
1053,608975340834,170,优质惠氏 遥控玩具,170,,1,46.29,0.00,46.29,2025-12-08 17:24:36.499656
1054,275962671824,200,精选苏泊尔 衣架,200,,2,51.77,0.00,103.54,2025-12-20 13:59:24.499656
1055,793658769975,144,苏泊尔 纸巾,144,,2,378.08,84.02,756.16,2026-01-03 11:52:38.499656
1056,793658769975,133,热卖好孩子 益智玩具,133,,5,258.34,0.00,1291.70,2026-01-03 11:52:38.499656
1057,189725036584,48,热卖SK-II 粉底,48,,1,212.49,0.00,212.49,2025-12-28 06:44:48.499656
1058,189725036584,103,限定农夫山泉 肉类,103,,1,1190.84,62.68,1190.84,2025-12-28 06:44:48.499656
1059,665501070544,19,德尔玛 收纳箱,19,,2,538.95,0.00,1077.90,2025-11-25 07:59:10.499656
1060,665501070544,1,优质戴森 电热水壶,1,,1,156.44,0.00,156.44,2025-11-25 07:59:10.499656
1061,987652821432,17,惠氏 婴儿推车,17,,2,1594.26,167.82,3188.52,2026-01-09 09:00:14.499656
1062,260478540938,106,优质GXG 上衣,106,,5,104.52,27.50,522.60,2025-11-24 08:26:37.499656
1063,260478540938,128,经典珀莱雅 防晒,128,,2,7477.03,787.06,14954.06,2025-11-24 08:26:37.499656
1064,260478540938,162,限定海尔 冰箱,162,,1,1405.56,156.17,1405.56,2025-11-24 08:26:37.499656
1065,836168860351,22,精选雅培 成人纸尿裤,22,,1,91.32,4.81,91.32,2026-01-13 16:59:00.499656
1066,637614706869,54,优质安踏 拉力带,54,,1,4594.90,810.86,4594.90,2025-10-31 03:58:39.499656
1067,637614706869,130,热卖好奇 毛绒玩具,130,,1,194.71,21.63,194.71,2025-10-31 03:58:39.499656
1068,439056493452,54,优质安踏 拉力带,54,,1,4865.18,540.58,4865.18,2025-11-05 02:57:19.499656
1069,439056493452,78,经典vivo 笔记本,78,,4,6639.79,0.00,26559.16,2025-11-05 02:57:19.499656
1070,998614780547,93,九阳 电饭煲,93,,1,638.59,70.95,638.59,2026-01-19 23:52:29.499656
1071,998614780547,86,优衣库 内裤,86,,2,786.77,82.82,1573.54,2026-01-19 23:52:29.499656
1072,190172636618,93,九阳 电饭煲,93,,1,567.63,141.91,567.63,2025-11-07 11:14:01.499656
