event_id,user_id,device_id,session_id,event_name,event_time,properties,page_name,referrer,ip_address,created_at
3583,294,device_294_3,659,purchase,2025-12-23 23:08:15.615573,"{""amount"": 1990.24, ""order_id"": 37097}",checkout,,,2026-01-25 02:16:12.508295
3584,294,device_294_3,659,share,2025-12-23 23:09:00.615573,{},home,,,2026-01-25 02:16:12.508295
3585,294,device_294_3,659,add_to_cart,2025-12-23 23:09:13.615573,"{""quantity"": 1, ""product_id"": 89}",product_detail,,,2026-01-25 02:16:12.508295
3586,331,device_331_1,660,app_open,2025-12-06 03:14:32.615573,{},home,,,2026-01-25 02:16:12.508295
3587,331,device_331_1,660,click_banner,2025-12-06 03:14:40.615573,{},search,,,2026-01-25 02:16:12.508295
3588,331,device_331_1,660,purchase,2025-12-06 03:15:30.615573,"{""amount"": 1352.03, ""order_id"": 27929}",cart,,,2026-01-25 02:16:12.508295
3589,331,device_331_1,660,follow_user,2025-12-06 03:15:17.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3590,331,device_331_1,660,view_profile,2025-12-06 03:14:56.615573,{},favorites,,,2026-01-25 02:16:12.508295
3591,331,device_331_1,660,add_favorite,2025-12-06 03:17:02.615573,{},search,,,2026-01-25 02:16:12.508295
3592,331,device_331_1,660,comment_post,2025-12-06 03:16:20.615573,{},profile,,,2026-01-25 02:16:12.508295
3593,57,device_57_1,661,follow_user,2025-11-10 08:20:07.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3594,57,device_57_1,661,receive_push,2025-11-10 08:20:27.615573,{},profile,,,2026-01-25 02:16:12.508295
3595,57,device_57_1,661,app_close,2025-11-10 08:20:37.615573,{},favorites,,,2026-01-25 02:16:12.508295
3596,57,device_57_1,661,comment_post,2025-11-10 08:20:52.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3597,57,device_57_1,661,app_open,2025-11-10 08:21:55.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3598,57,device_57_1,661,edit_profile,2025-11-10 08:21:42.615573,{},search,,,2026-01-25 02:16:12.508295
3599,57,device_57_1,661,edit_profile,2025-11-10 08:22:55.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3600,57,device_57_1,661,begin_checkout,2025-11-10 08:21:31.615573,{},settings,,,2026-01-25 02:16:12.508295
3601,94,device_94_1,662,edit_profile,2025-11-03 16:34:24.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3602,94,device_94_1,662,share,2025-11-03 16:34:32.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3603,94,device_94_1,662,login,2025-11-03 16:34:36.615573,{},search,,,2026-01-25 02:16:12.508295
3604,94,device_94_1,662,add_favorite,2025-11-03 16:35:12.615573,{},favorites,,,2026-01-25 02:16:12.508295
3605,94,device_94_1,662,use_coupon,2025-11-03 16:36:04.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3606,94,device_94_1,662,begin_checkout,2025-11-03 16:35:04.615573,{},settings,,,2026-01-25 02:16:12.508295
3607,227,device_227_1,663,use_coupon,2026-01-01 19:17:00.615573,{},search,,,2026-01-25 02:16:12.508295
3608,227,device_227_1,663,receive_push,2026-01-01 19:17:13.615573,{},search,,,2026-01-25 02:16:12.508295
3609,227,device_227_1,663,like_post,2026-01-01 19:17:36.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3610,227,device_227_1,663,view_profile,2026-01-01 19:17:39.615573,{},profile,,,2026-01-25 02:16:12.508295
3611,227,device_227_1,663,edit_profile,2026-01-01 19:18:08.615573,{},cart,,,2026-01-25 02:16:12.508295
3612,227,device_227_1,663,click_banner,2026-01-01 19:18:25.615573,{},profile,,,2026-01-25 02:16:12.508295
3613,227,device_227_1,663,edit_profile,2026-01-01 19:19:12.615573,{},home,,,2026-01-25 02:16:12.508295
3614,499,device_499_1,664,view_product,2025-11-28 22:08:33.615573,"{""product_id"": 75, ""product_name"": ""美的 垃圾袋""}",product_detail,,,2026-01-25 02:16:12.508295
3615,499,device_499_1,664,login,2025-11-28 22:08:59.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3616,499,device_499_1,664,receive_push,2025-11-28 22:09:27.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3617,499,device_499_1,664,add_to_cart,2025-11-28 22:08:48.615573,"{""quantity"": 3, ""product_id"": 119}",category,,,2026-01-25 02:16:12.508295
3618,499,device_499_1,664,add_to_cart,2025-11-28 22:10:21.615573,"{""quantity"": 3, ""product_id"": 186}",home,,,2026-01-25 02:16:12.508295
3619,470,device_470_1,665,login,2026-01-15 21:02:59.615573,{},messages,,,2026-01-25 02:16:12.508295
3620,470,device_470_1,665,use_coupon,2026-01-15 21:03:11.615573,{},settings,,,2026-01-25 02:16:12.508295
3621,470,device_470_1,665,click_push,2026-01-15 21:03:09.615573,{},favorites,,,2026-01-25 02:16:12.508295
3622,470,device_470_1,665,like_post,2026-01-15 21:03:53.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3623,470,device_470_1,665,begin_checkout,2026-01-15 21:04:23.615573,{},order_list,,,2026-01-25 02:16:12.508295
3624,470,device_470_1,665,edit_profile,2026-01-15 21:04:49.615573,{},messages,,,2026-01-25 02:16:12.508295
3625,287,device_287_1,666,edit_profile,2025-11-03 19:34:37.615573,{},checkout,,,2026-01-25 02:16:12.508295
3626,287,device_287_1,666,remove_from_cart,2025-11-03 19:34:44.615573,{},order_list,,,2026-01-25 02:16:12.508295
3627,287,device_287_1,666,edit_profile,2025-11-03 19:34:49.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3628,287,device_287_1,666,register,2025-11-03 19:35:16.615573,{},search,,,2026-01-25 02:16:12.508295
3629,287,device_287_1,666,app_close,2025-11-03 19:36:09.615573,{},home,,,2026-01-25 02:16:12.508295
3630,100,device_100_2,667,search,2025-10-31 21:05:12.615573,"{""keyword"": ""零食""}",favorites,,,2026-01-25 02:16:12.508295
3631,100,device_100_2,667,add_to_cart,2025-10-31 21:05:24.615573,"{""quantity"": 1, ""product_id"": 101}",category,,,2026-01-25 02:16:12.508295
3632,100,device_100_2,667,view_home,2025-10-31 21:06:02.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3633,214,device_214_1,668,add_favorite,2025-11-16 23:16:20.615573,{},favorites,,,2026-01-25 02:16:12.508295
3634,214,device_214_1,668,comment_post,2025-11-16 23:16:31.615573,{},settings,,,2026-01-25 02:16:12.508295
3635,214,device_214_1,668,remove_from_cart,2025-11-16 23:16:34.615573,{},category,,,2026-01-25 02:16:12.508295
3636,214,device_214_1,668,edit_profile,2025-11-16 23:16:35.615573,{},category,,,2026-01-25 02:16:12.508295
3637,214,device_214_1,668,view_home,2025-11-16 23:18:20.615573,{},cart,,,2026-01-25 02:16:12.508295
3638,214,device_214_1,668,like_post,2025-11-16 23:18:35.615573,{},settings,,,2026-01-25 02:16:12.508295
3639,214,device_214_1,668,comment_post,2025-11-16 23:17:50.615573,{},favorites,,,2026-01-25 02:16:12.508295
3640,7,device_7_1,669,like_post,2026-01-23 04:41:47.615573,{},favorites,,,2026-01-25 02:16:12.508295
3641,7,device_7_1,669,click_banner,2026-01-23 04:42:01.615573,{},search,,,2026-01-25 02:16:12.508295
3642,7,device_7_1,669,use_coupon,2026-01-23 04:42:11.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3643,7,device_7_1,669,remove_from_cart,2026-01-23 04:42:56.615573,{},messages,,,2026-01-25 02:16:12.508295
3644,7,device_7_1,669,view_profile,2026-01-23 04:42:47.615573,{},settings,,,2026-01-25 02:16:12.508295
3645,321,device_321_3,670,use_coupon,2025-12-20 01:06:23.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3646,321,device_321_3,670,click_push,2025-12-20 01:06:40.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3647,321,device_321_3,670,purchase,2025-12-20 01:07:03.615573,"{""amount"": 142.08, ""order_id"": 27217}",order_list,,,2026-01-25 02:16:12.508295
3648,321,device_321_3,670,edit_profile,2025-12-20 01:07:35.615573,{},messages,,,2026-01-25 02:16:12.508295
3649,208,device_208_3,671,app_open,2026-01-04 13:24:27.615573,{},search,,,2026-01-25 02:16:12.508295
3650,208,device_208_3,671,search,2026-01-04 13:24:49.615573,"{""keyword"": ""运动鞋""}",cart,,,2026-01-25 02:16:12.508295
3651,208,device_208_3,671,edit_profile,2026-01-04 13:25:09.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3652,208,device_208_3,671,view_home,2026-01-04 13:24:45.615573,{},search,,,2026-01-25 02:16:12.508295
3653,208,device_208_3,671,like_post,2026-01-04 13:26:11.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3654,358,device_358_2,672,share,2025-12-13 13:08:20.615573,{},profile,,,2026-01-25 02:16:12.508295
3655,358,device_358_2,672,begin_checkout,2025-12-13 13:08:49.615573,{},cart,,,2026-01-25 02:16:12.508295
3656,358,device_358_2,672,edit_profile,2025-12-13 13:08:46.615573,{},settings,,,2026-01-25 02:16:12.508295
3657,358,device_358_2,672,add_favorite,2025-12-13 13:08:41.615573,{},checkout,,,2026-01-25 02:16:12.508295
3658,358,device_358_2,672,purchase,2025-12-13 13:10:00.615573,"{""amount"": 1058.35, ""order_id"": 18424}",category,,,2026-01-25 02:16:12.508295
3659,358,device_358_2,672,like_post,2025-12-13 13:10:10.615573,{},messages,,,2026-01-25 02:16:12.508295
3660,358,device_358_2,672,app_open,2025-12-13 13:09:08.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3661,358,device_358_2,672,add_favorite,2025-12-13 13:10:33.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3662,57,device_57_1,673,like_post,2025-11-21 15:44:50.615573,{},profile,,,2026-01-25 02:16:12.508295
3663,57,device_57_1,673,remove_from_cart,2025-11-21 15:45:00.615573,{},favorites,,,2026-01-25 02:16:12.508295
3664,57,device_57_1,673,view_category,2025-11-21 15:45:12.615573,{},settings,,,2026-01-25 02:16:12.508295
3665,57,device_57_1,673,view_category,2025-11-21 15:45:44.615573,{},category,,,2026-01-25 02:16:12.508295
3666,57,device_57_1,673,follow_user,2025-11-21 15:46:34.615573,{},profile,,,2026-01-25 02:16:12.508295
3667,57,device_57_1,673,view_product,2025-11-21 15:45:20.615573,"{""product_id"": 8, ""product_name"": ""热卖索尼 老人机""}",settings,,,2026-01-25 02:16:12.508295
3668,57,device_57_1,673,add_favorite,2025-11-21 15:45:38.615573,{},search,,,2026-01-25 02:16:12.508295
3669,57,device_57_1,673,follow_user,2025-11-21 15:45:32.615573,{},checkout,,,2026-01-25 02:16:12.508295
3670,7,device_7_1,674,receive_push,2025-10-28 11:04:03.615573,{},checkout,,,2026-01-25 02:16:12.508295
3671,7,device_7_1,674,begin_checkout,2025-10-28 11:04:30.615573,{},home,,,2026-01-25 02:16:12.508295
3672,7,device_7_1,674,follow_user,2025-10-28 11:04:25.615573,{},cart,,,2026-01-25 02:16:12.508295
3673,59,device_59_3,675,view_product,2025-11-08 04:19:57.615573,"{""product_id"": 165, ""product_name"": ""新款花西子 眉笔""}",product_detail,,,2026-01-25 02:16:12.508295
3674,59,device_59_3,675,app_close,2025-11-08 04:20:10.615573,{},cart,,,2026-01-25 02:16:12.508295
3675,59,device_59_3,675,view_home,2025-11-08 04:20:37.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3676,59,device_59_3,675,search,2025-11-08 04:20:24.615573,"{""keyword"": ""护肤品""}",profile,,,2026-01-25 02:16:12.508295
3677,59,device_59_3,675,purchase,2025-11-08 04:21:53.615573,"{""amount"": 851.31, ""order_id"": 17140}",settings,,,2026-01-25 02:16:12.508295
3678,59,device_59_3,675,add_favorite,2025-11-08 04:21:17.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3679,170,device_170_2,676,add_favorite,2025-11-29 03:19:17.615573,{},profile,,,2026-01-25 02:16:12.508295
3680,170,device_170_2,676,app_open,2025-11-29 03:19:23.615573,{},home,,,2026-01-25 02:16:12.508295
3681,170,device_170_2,676,receive_push,2025-11-29 03:20:09.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3682,170,device_170_2,676,click_push,2025-11-29 03:20:17.615573,{},order_list,,,2026-01-25 02:16:12.508295
3683,170,device_170_2,676,edit_profile,2025-11-29 03:20:21.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3684,170,device_170_2,676,login,2025-11-29 03:21:42.615573,{},order_list,,,2026-01-25 02:16:12.508295
3685,137,device_137_2,677,purchase,2026-01-12 05:10:48.615573,"{""amount"": 804.96, ""order_id"": 49183}",settings,,,2026-01-25 02:16:12.508295
3686,137,device_137_2,677,app_open,2026-01-12 05:11:05.615573,{},order_list,,,2026-01-25 02:16:12.508295
3687,137,device_137_2,677,login,2026-01-12 05:11:26.615573,{},profile,,,2026-01-25 02:16:12.508295
3688,137,device_137_2,677,begin_checkout,2026-01-12 05:11:51.615573,{},profile,,,2026-01-25 02:16:12.508295
3689,137,device_137_2,677,use_coupon,2026-01-12 05:11:44.615573,{},cart,,,2026-01-25 02:16:12.508295
3690,137,device_137_2,677,remove_from_cart,2026-01-12 05:12:13.615573,{},checkout,,,2026-01-25 02:16:12.508295
3691,229,device_229_1,678,view_category,2025-12-05 07:29:44.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3692,229,device_229_1,678,register,2025-12-05 07:29:49.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3693,229,device_229_1,678,view_profile,2025-12-05 07:30:08.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3694,229,device_229_1,678,view_product,2025-12-05 07:30:44.615573,"{""product_id"": 45, ""product_name"": ""热卖美的 刀具""}",search,,,2026-01-25 02:16:12.508295
3695,395,device_395_2,679,share,2026-01-05 18:44:41.615573,{},order_list,,,2026-01-25 02:16:12.508295
3696,395,device_395_2,679,remove_from_cart,2026-01-05 18:45:04.615573,{},favorites,,,2026-01-25 02:16:12.508295
3697,395,device_395_2,679,edit_profile,2026-01-05 18:45:31.615573,{},profile,,,2026-01-25 02:16:12.508295
3698,395,device_395_2,679,logout,2026-01-05 18:45:44.615573,{},messages,,,2026-01-25 02:16:12.508295
3699,395,device_395_2,679,add_favorite,2026-01-05 18:46:21.615573,{},search,,,2026-01-25 02:16:12.508295
3700,244,device_244_2,680,add_to_cart,2025-12-13 08:38:19.615573,"{""quantity"": 2, ""product_id"": 31}",home,,,2026-01-25 02:16:12.508295
3701,244,device_244_2,680,use_coupon,2025-12-13 08:38:39.615573,{},cart,,,2026-01-25 02:16:12.508295
3702,244,device_244_2,680,view_home,2025-12-13 08:39:19.615573,{},order_list,,,2026-01-25 02:16:12.508295
3703,109,device_109_1,681,view_profile,2025-10-27 09:21:44.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3704,109,device_109_1,681,like_post,2025-10-27 09:22:09.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3705,109,device_109_1,681,view_profile,2025-10-27 09:22:12.615573,{},order_list,,,2026-01-25 02:16:12.508295
3706,149,device_149_3,682,like_post,2025-11-06 19:49:39.615573,{},search,,,2026-01-25 02:16:12.508295
3707,149,device_149_3,682,purchase,2025-11-06 19:50:06.615573,"{""amount"": 1975.89, ""order_id"": 15943}",profile,,,2026-01-25 02:16:12.508295
4259,115,device_115_3,783,remove_from_cart,2025-11-17 10:45:52.615573,{},checkout,,,2026-01-25 02:16:12.508295
3708,149,device_149_3,682,purchase,2025-11-06 19:50:07.615573,"{""amount"": 1942.01, ""order_id"": 4845}",category,,,2026-01-25 02:16:12.508295
3709,149,device_149_3,682,app_open,2025-11-06 19:50:57.615573,{},order_list,,,2026-01-25 02:16:12.508295
3710,165,device_165_2,683,logout,2025-12-13 09:20:03.615573,{},settings,,,2026-01-25 02:16:12.508295
3711,165,device_165_2,683,view_profile,2025-12-13 09:20:31.615573,{},cart,,,2026-01-25 02:16:12.508295
3712,165,device_165_2,683,view_post,2025-12-13 09:20:41.615573,{},cart,,,2026-01-25 02:16:12.508295
3713,165,device_165_2,683,add_to_cart,2025-12-13 09:20:39.615573,"{""quantity"": 1, ""product_id"": 30}",search,,,2026-01-25 02:16:12.508295
3714,165,device_165_2,683,comment_post,2025-12-13 09:20:55.615573,{},settings,,,2026-01-25 02:16:12.508295
3715,165,device_165_2,683,remove_from_cart,2025-12-13 09:20:33.615573,{},home,,,2026-01-25 02:16:12.508295
3716,165,device_165_2,683,register,2025-12-13 09:21:39.615573,{},search,,,2026-01-25 02:16:12.508295
3717,165,device_165_2,683,register,2025-12-13 09:20:45.615573,{},checkout,,,2026-01-25 02:16:12.508295
3718,105,device_105_3,684,register,2025-11-26 06:23:07.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3719,105,device_105_3,684,register,2025-11-26 06:23:34.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3720,105,device_105_3,684,view_profile,2025-11-26 06:23:59.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3721,105,device_105_3,684,click_push,2025-11-26 06:24:22.615573,{},category,,,2026-01-25 02:16:12.508295
3722,105,device_105_3,684,login,2025-11-26 06:23:47.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3723,105,device_105_3,684,purchase,2025-11-26 06:25:27.615573,"{""amount"": 320.72, ""order_id"": 41704}",messages,,,2026-01-25 02:16:12.508295
3724,312,device_312_1,685,view_category,2025-11-25 13:14:31.615573,{},messages,,,2026-01-25 02:16:12.508295
3725,312,device_312_1,685,logout,2025-11-25 13:14:44.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3726,312,device_312_1,685,share,2025-11-25 13:14:55.615573,{},order_list,,,2026-01-25 02:16:12.508295
3727,312,device_312_1,685,edit_profile,2025-11-25 13:15:46.615573,{},home,,,2026-01-25 02:16:12.508295
3728,312,device_312_1,685,follow_user,2025-11-25 13:14:55.615573,{},settings,,,2026-01-25 02:16:12.508295
3729,312,device_312_1,685,register,2025-11-25 13:16:56.615573,{},settings,,,2026-01-25 02:16:12.508295
3730,312,device_312_1,685,remove_from_cart,2025-11-25 13:16:55.615573,{},category,,,2026-01-25 02:16:12.508295
3731,276,device_276_3,686,click_push,2026-01-14 06:13:35.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3732,276,device_276_3,686,receive_push,2026-01-14 06:13:51.615573,{},settings,,,2026-01-25 02:16:12.508295
3733,276,device_276_3,686,comment_post,2026-01-14 06:14:07.615573,{},cart,,,2026-01-25 02:16:12.508295
3734,276,device_276_3,686,view_product,2026-01-14 06:14:17.615573,"{""product_id"": 165, ""product_name"": ""新款花西子 眉笔""}",favorites,,,2026-01-25 02:16:12.508295
3735,59,device_59_1,687,use_coupon,2026-01-20 13:37:25.615573,{},messages,,,2026-01-25 02:16:12.508295
3736,59,device_59_1,687,edit_profile,2026-01-20 13:37:51.615573,{},category,,,2026-01-25 02:16:12.508295
3737,59,device_59_1,687,add_to_cart,2026-01-20 13:37:43.615573,"{""quantity"": 2, ""product_id"": 95}",settings,,,2026-01-25 02:16:12.508295
3738,59,device_59_1,687,view_category,2026-01-20 13:37:46.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3739,59,device_59_1,687,begin_checkout,2026-01-20 13:38:21.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3740,59,device_59_1,687,receive_push,2026-01-20 13:38:35.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3741,59,device_59_1,687,view_profile,2026-01-20 13:38:55.615573,{},profile,,,2026-01-25 02:16:12.508295
3742,412,device_412_3,688,like_post,2025-12-11 18:05:52.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3743,412,device_412_3,688,view_product,2025-12-11 18:06:17.615573,"{""product_id"": 164, ""product_name"": ""新款惠普 智能手表""}",coupon_center,,,2026-01-25 02:16:12.508295
3744,412,device_412_3,688,purchase,2025-12-11 18:06:14.615573,"{""amount"": 597.15, ""order_id"": 44383}",favorites,,,2026-01-25 02:16:12.508295
3745,412,device_412_3,688,like_post,2025-12-11 18:07:04.615573,{},order_list,,,2026-01-25 02:16:12.508295
3746,371,device_371_3,689,login,2025-11-19 08:02:34.615573,{},cart,,,2026-01-25 02:16:12.508295
3747,371,device_371_3,689,app_open,2025-11-19 08:02:56.615573,{},search,,,2026-01-25 02:16:12.508295
3748,371,device_371_3,689,add_to_cart,2025-11-19 08:03:28.615573,"{""quantity"": 1, ""product_id"": 106}",settings,,,2026-01-25 02:16:12.508295
3749,371,device_371_3,689,edit_profile,2025-11-19 08:04:01.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3750,371,device_371_3,689,click_banner,2025-11-19 08:03:06.615573,{},category,,,2026-01-25 02:16:12.508295
3751,371,device_371_3,689,login,2025-11-19 08:03:59.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3752,371,device_371_3,689,follow_user,2025-11-19 08:03:04.615573,{},checkout,,,2026-01-25 02:16:12.508295
3753,371,device_371_3,689,remove_from_cart,2025-11-19 08:03:51.615573,{},profile,,,2026-01-25 02:16:12.508295
3754,110,device_110_2,690,receive_push,2025-10-31 06:27:43.615573,{},checkout,,,2026-01-25 02:16:12.508295
3755,110,device_110_2,690,follow_user,2025-10-31 06:27:51.615573,{},post_detail,,,2026-01-25 02:16:12.508295
3756,110,device_110_2,690,search,2025-10-31 06:28:13.615573,"{""keyword"": ""连衣裙""}",favorites,,,2026-01-25 02:16:12.508295
3757,251,device_251_3,691,comment_post,2025-11-12 13:01:18.615573,{},settings,,,2026-01-25 02:16:12.508295
3758,251,device_251_3,691,view_profile,2025-11-12 13:01:39.615573,{},settings,,,2026-01-25 02:16:12.508295
3759,251,device_251_3,691,app_close,2025-11-12 13:01:52.615573,{},category,,,2026-01-25 02:16:12.508295
3760,251,device_251_3,691,search,2025-11-12 13:02:27.615573,"{""keyword"": ""手机""}",post_feed,,,2026-01-25 02:16:12.508295
3761,251,device_251_3,691,search,2025-11-12 13:02:02.615573,"{""keyword"": ""零食""}",order_detail,,,2026-01-25 02:16:12.508295
3762,484,device_484_3,692,comment_post,2025-12-10 02:55:33.615573,{},order_list,,,2026-01-25 02:16:12.508295
3763,484,device_484_3,692,add_favorite,2025-12-10 02:55:41.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3764,484,device_484_3,692,logout,2025-12-10 02:56:21.615573,{},search,,,2026-01-25 02:16:12.508295
3765,484,device_484_3,692,view_profile,2025-12-10 02:56:12.615573,{},search,,,2026-01-25 02:16:12.508295
3766,484,device_484_3,692,add_favorite,2025-12-10 02:56:45.615573,{},settings,,,2026-01-25 02:16:12.508295
3767,189,device_189_3,693,receive_push,2025-11-17 08:57:31.615573,{},post_detail,,,2026-01-25 02:16:12.508295
4260,115,device_115_3,783,click_push,2025-11-17 10:46:53.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3768,189,device_189_3,693,view_product,2025-11-17 08:57:46.615573,"{""product_id"": 76, ""product_name"": ""精选苏泊尔 榨汁机""}",profile,,,2026-01-25 02:16:12.508295
3769,189,device_189_3,693,app_close,2025-11-17 08:58:03.615573,{},checkout,,,2026-01-25 02:16:12.508295
3770,189,device_189_3,693,login,2025-11-17 08:58:52.615573,{},messages,,,2026-01-25 02:16:12.508295
3771,189,device_189_3,693,view_category,2025-11-17 08:58:39.615573,{},checkout,,,2026-01-25 02:16:12.508295
3772,189,device_189_3,693,begin_checkout,2025-11-17 08:59:31.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3773,189,device_189_3,693,search,2025-11-17 08:59:55.615573,"{""keyword"": ""运动鞋""}",post_detail,,,2026-01-25 02:16:12.508295
3774,253,device_253_1,694,remove_from_cart,2025-10-31 22:09:54.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3775,253,device_253_1,694,like_post,2025-10-31 22:10:04.615573,{},home,,,2026-01-25 02:16:12.508295
3776,253,device_253_1,694,click_push,2025-10-31 22:10:38.615573,{},home,,,2026-01-25 02:16:12.508295
3777,253,device_253_1,694,receive_push,2025-10-31 22:10:18.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3778,253,device_253_1,694,remove_from_cart,2025-10-31 22:10:42.615573,{},order_list,,,2026-01-25 02:16:12.508295
3779,253,device_253_1,694,search,2025-10-31 22:10:34.615573,"{""keyword"": ""运动鞋""}",settings,,,2026-01-25 02:16:12.508295
3780,316,device_316_2,695,view_post,2026-01-19 23:02:45.615573,{},post_feed,,,2026-01-25 02:16:12.508295
3781,316,device_316_2,695,view_category,2026-01-19 23:03:12.615573,{},home,,,2026-01-25 02:16:12.508295
3782,316,device_316_2,695,login,2026-01-19 23:03:11.615573,{},settings,,,2026-01-25 02:16:12.508295
3783,316,device_316_2,695,follow_user,2026-01-19 23:03:30.615573,{},profile,,,2026-01-25 02:16:12.508295
3784,93,device_93_2,696,view_category,2026-01-20 13:06:24.615573,{},messages,,,2026-01-25 02:16:12.508295
3785,93,device_93_2,696,view_product,2026-01-20 13:06:46.615573,"{""product_id"": 138, ""product_name"": ""限定李宁 登山杖""}",category,,,2026-01-25 02:16:12.508295
3786,93,device_93_2,696,view_profile,2026-01-20 13:06:36.615573,{},settings,,,2026-01-25 02:16:12.508295
3787,93,device_93_2,696,click_banner,2026-01-20 13:07:00.615573,{},home,,,2026-01-25 02:16:12.508295
3788,93,device_93_2,696,receive_push,2026-01-20 13:07:24.615573,{},checkout,,,2026-01-25 02:16:12.508295
3789,93,device_93_2,696,view_profile,2026-01-20 13:08:54.615573,{},favorites,,,2026-01-25 02:16:12.508295
3790,93,device_93_2,696,receive_push,2026-01-20 13:08:12.615573,{},search,,,2026-01-25 02:16:12.508295
3791,440,device_440_2,697,add_to_cart,2025-12-29 04:04:59.615573,"{""quantity"": 3, ""product_id"": 48}",product_detail,,,2026-01-25 02:16:12.508295
3792,440,device_440_2,697,view_product,2025-12-29 04:05:17.615573,"{""product_id"": 131, ""product_name"": ""优质安踏 哑铃""}",settings,,,2026-01-25 02:16:12.508295
3793,440,device_440_2,697,remove_from_cart,2025-12-29 04:05:19.615573,{},messages,,,2026-01-25 02:16:12.508295
3794,440,device_440_2,697,purchase,2025-12-29 04:05:29.615573,"{""amount"": 1166.56, ""order_id"": 35189}",post_detail,,,2026-01-25 02:16:12.508295
3795,440,device_440_2,697,share,2025-12-29 04:06:27.615573,{},order_list,,,2026-01-25 02:16:12.508295
3796,440,device_440_2,697,like_post,2025-12-29 04:05:44.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3797,462,device_462_2,698,add_favorite,2025-11-03 07:18:28.615573,{},order_detail,,,2026-01-25 02:16:12.508295
3798,462,device_462_2,698,begin_checkout,2025-11-03 07:18:43.615573,{},order_list,,,2026-01-25 02:16:12.508295
3799,462,device_462_2,698,login,2025-11-03 07:19:14.615573,{},product_detail,,,2026-01-25 02:16:12.508295
3800,462,device_462_2,698,login,2025-11-03 07:18:49.615573,{},category,,,2026-01-25 02:16:12.508295
3801,462,device_462_2,698,remove_from_cart,2025-11-03 07:19:08.615573,{},category,,,2026-01-25 02:16:12.508295
3802,462,device_462_2,698,comment_post,2025-11-03 07:19:03.615573,{},cart,,,2026-01-25 02:16:12.508295
3803,385,device_385_1,699,share,2026-01-13 18:45:27.615573,{},coupon_center,,,2026-01-25 02:16:12.508295
3804,385,device_385_1,699,add_favorite,2026-01-13 18:45:48.615573,{},cart,,,2026-01-25 02:16:12.508295
3805,385,device_385_1,699,receive_push,2026-01-13 18:46:25.615573,{},search,,,2026-01-25 02:16:12.508295
3806,385,device_385_1,699,view_post,2026-01-13 18:46:54.615573,{},favorites,,,2026-01-25 02:16:12.508295
3807,385,device_385_1,699,add_favorite,2026-01-13 18:46:43.615573,{},messages,,,2026-01-25 02:16:12.508295
3808,385,device_385_1,699,use_coupon,2026-01-13 18:46:37.615573,{},settings,,,2026-01-25 02:16:12.508295
3809,418,device_418_1,700,view_profile,2025-11-26 05:21:04.615573,{},order_detail,,,2026-01-25 02:16:12.508295
