session_id,user_id,device_id,start_time,end_time,duration_seconds,event_count,page_view_count,is_bounce,entry_page,exit_page,traffic_source,utm_source,utm_medium,utm_campaign,created_at
1481,384,device_384_1,2025-12-26 08:13:44.615573,2025-12-26 08:16:25.615573,161,29,20,f,home,favorites,referral,xiaohongshu,organic,double11,2026-01-25 02:16:11.657608
1482,274,device_274_3,2026-01-04 03:29:13.615573,2026-01-04 03:30:45.615573,92,8,17,f,post_feed,checkout,email,douyin,paid,spring_sale,2026-01-25 02:16:11.657608
1483,159,device_159_1,2025-11-27 06:37:44.615573,2025-11-27 07:04:36.615573,1612,3,10,f,home,profile,paid,direct,referral,,2026-01-25 02:16:11.657608
1484,266,device_266_3,2025-12-01 06:35:08.615573,2025-12-01 07:00:38.615573,1530,40,4,f,post_feed,coupon_center,email,xiaohongshu,push,spring_sale,2026-01-25 02:16:11.657608
1485,279,device_279_3,2025-12-18 15:58:14.615573,2025-12-18 16:05:42.615573,448,14,12,f,home,order_list,paid,baidu,organic,,2026-01-25 02:16:11.657608
1486,353,device_353_1,2025-12-04 02:29:09.615573,2025-12-04 02:52:59.615573,1430,16,9,f,home,home,email,direct,paid,618,2026-01-25 02:16:11.657608
1487,355,device_355_3,2025-11-06 04:58:44.615573,2025-11-06 05:12:12.615573,808,33,6,f,home,favorites,organic,direct,push,recall,2026-01-25 02:16:11.657608
1488,246,device_246_1,2025-12-27 16:08:56.615573,2025-12-27 16:10:35.615573,99,41,3,f,home,category,direct,organic,push,618,2026-01-25 02:16:11.657608
1489,244,device_244_1,2025-12-29 07:01:17.615573,2025-12-29 07:05:32.615573,255,7,9,f,home,favorites,referral,xiaohongshu,paid,double11,2026-01-25 02:16:11.657608
1490,123,device_123_2,2025-12-17 15:07:02.615573,2025-12-17 15:08:32.615573,90,32,2,f,product_detail,coupon_center,organic,xiaohongshu,organic,,2026-01-25 02:16:11.657608
1491,182,device_182_3,2025-11-11 04:59:12.615573,2025-11-11 05:22:21.615573,1389,38,6,f,home,order_list,email,direct,organic,spring_sale,2026-01-25 02:16:11.657608
1492,376,device_376_3,2026-01-24 18:38:37.615573,2026-01-24 18:59:52.615573,1275,15,5,f,post_feed,favorites,email,weixin,referral,double11,2026-01-25 02:16:11.657608
1493,332,device_332_3,2025-11-12 02:49:43.615573,2025-11-12 02:50:38.615573,55,6,19,t,product_detail,settings,direct,baidu,referral,recall,2026-01-25 02:16:11.657608
1494,136,device_136_3,2025-12-16 06:53:10.615573,2025-12-16 07:09:57.615573,1007,37,5,f,product_detail,search,direct,direct,paid,double11,2026-01-25 02:16:11.657608
1495,103,device_103_3,2025-10-29 17:48:55.615573,2025-10-29 17:59:50.615573,655,31,10,f,home,order_list,referral,organic,paid,,2026-01-25 02:16:11.657608
1496,455,device_455_2,2025-12-12 08:46:43.615573,2025-12-12 09:04:57.615573,1094,14,16,f,product_detail,home,social,xiaohongshu,organic,brand_day,2026-01-25 02:16:11.657608
1497,11,device_11_2,2026-01-16 17:55:34.615573,2026-01-16 18:19:44.615573,1450,22,11,f,home,profile,paid,baidu,organic,recall,2026-01-25 02:16:11.657608
1498,168,device_168_1,2026-01-21 03:33:04.615573,2026-01-21 03:33:43.615573,39,48,4,t,home,search,social,baidu,banner,new_user,2026-01-25 02:16:11.657608
1499,275,device_275_1,2025-11-25 17:48:18.615573,2025-11-25 17:54:16.615573,358,7,15,f,product_detail,coupon_center,email,xiaohongshu,referral,new_user,2026-01-25 02:16:11.657608
1500,261,device_261_3,2025-11-05 23:53:22.615573,2025-11-06 00:06:46.615573,804,44,4,f,home,coupon_center,referral,organic,referral,brand_day,2026-01-25 02:16:11.657608
1501,231,device_231_3,2026-01-23 11:00:21.615573,2026-01-23 11:22:19.615573,1318,23,4,f,post_feed,profile,social,direct,banner,double11,2026-01-25 02:16:11.657608
1502,459,device_459_2,2026-01-05 20:21:33.615573,2026-01-05 20:32:13.615573,640,7,5,f,post_feed,checkout,email,direct,paid,double11,2026-01-25 02:16:11.657608
1503,274,device_274_2,2025-11-19 09:02:48.615573,2025-11-19 09:09:39.615573,411,36,17,f,post_feed,product_detail,organic,xiaohongshu,banner,double11,2026-01-25 02:16:11.657608
1504,102,device_102_1,2025-11-13 04:24:40.615573,2025-11-13 04:49:24.615573,1484,31,17,f,home,post_feed,direct,direct,organic,brand_day,2026-01-25 02:16:11.657608
1505,187,device_187_1,2025-12-24 05:52:20.615573,2025-12-24 06:08:04.615573,944,27,8,f,product_detail,order_detail,social,baidu,referral,recall,2026-01-25 02:16:11.657608
1506,238,device_238_1,2025-11-10 21:10:31.615573,2025-11-10 21:16:13.615573,342,22,18,f,home,settings,organic,xiaohongshu,banner,double11,2026-01-25 02:16:11.657608
1507,415,device_415_1,2026-01-06 21:17:21.615573,2026-01-06 21:18:00.615573,39,44,8,t,post_feed,order_detail,email,xiaohongshu,paid,spring_sale,2026-01-25 02:16:11.657608
1508,196,device_196_3,2025-10-31 10:28:26.615573,2025-10-31 10:41:42.615573,796,4,7,f,product_detail,home,direct,organic,paid,brand_day,2026-01-25 02:16:11.657608
1509,405,device_405_3,2025-11-23 04:04:45.615573,2025-11-23 04:34:13.615573,1768,41,6,f,product_detail,messages,organic,xiaohongshu,banner,618,2026-01-25 02:16:11.657608
1510,20,device_20_2,2025-11-04 15:43:11.615573,2025-11-04 15:46:04.615573,173,5,3,f,post_feed,coupon_center,email,xiaohongshu,push,brand_day,2026-01-25 02:16:11.657608
1511,248,device_248_1,2025-11-11 15:28:48.615573,2025-11-11 15:41:03.615573,735,8,4,f,post_feed,messages,email,xiaohongshu,banner,new_user,2026-01-25 02:16:11.657608
1512,131,device_131_3,2025-11-06 20:00:05.615573,2025-11-06 20:04:07.615573,242,29,12,f,product_detail,home,organic,organic,banner,new_user,2026-01-25 02:16:11.657608
1513,403,device_403_1,2025-12-29 16:51:34.615573,2025-12-29 17:20:03.615573,1709,25,3,f,post_feed,checkout,organic,organic,organic,brand_day,2026-01-25 02:16:11.657608
1514,3,device_3_1,2025-10-29 09:07:00.615573,2025-10-29 09:16:46.615573,586,42,14,f,product_detail,post_feed,email,weixin,paid,new_user,2026-01-25 02:16:11.657608
1515,319,device_319_3,2025-11-11 01:16:54.615573,2025-11-11 01:29:21.615573,747,13,20,f,product_detail,order_detail,paid,organic,referral,brand_day,2026-01-25 02:16:11.657608
1516,328,device_328_1,2025-11-10 08:25:46.615573,2025-11-10 08:41:59.615573,973,14,4,f,post_feed,checkout,social,xiaohongshu,referral,,2026-01-25 02:16:11.657608
1517,500,device_500_2,2025-12-16 10:01:37.615573,2025-12-16 10:26:43.615573,1506,40,10,f,product_detail,order_detail,referral,baidu,push,double11,2026-01-25 02:16:11.657608
1518,306,device_306_1,2025-12-14 17:50:59.615573,2025-12-14 18:18:50.615573,1671,13,12,f,product_detail,post_detail,social,douyin,banner,double11,2026-01-25 02:16:11.657608
1519,127,device_127_1,2026-01-23 07:08:11.615573,2026-01-23 07:11:50.615573,219,9,17,f,post_feed,home,paid,weixin,organic,recall,2026-01-25 02:16:11.657608
1520,459,device_459_3,2025-11-20 02:00:42.615573,2025-11-20 02:23:46.615573,1384,32,7,f,home,category,organic,baidu,referral,new_user,2026-01-25 02:16:11.657608
1521,129,device_129_3,2025-11-17 17:20:46.615573,2025-11-17 17:40:49.615573,1203,29,4,f,product_detail,settings,referral,organic,banner,,2026-01-25 02:16:11.657608
1522,359,device_359_1,2025-11-13 16:09:32.615573,2025-11-13 16:26:08.615573,996,11,11,f,home,coupon_center,organic,douyin,banner,double11,2026-01-25 02:16:11.657608
1523,135,device_135_3,2025-12-03 02:40:24.615573,2025-12-03 03:10:13.615573,1789,23,16,f,post_feed,settings,direct,organic,push,,2026-01-25 02:16:11.657608
1524,171,device_171_3,2025-10-28 15:27:17.615573,2025-10-28 15:31:01.615573,224,10,4,f,product_detail,order_list,organic,baidu,paid,new_user,2026-01-25 02:16:11.657608
1525,446,device_446_3,2025-12-15 15:42:09.615573,2025-12-15 15:49:00.615573,411,30,18,f,post_feed,cart,direct,direct,organic,,2026-01-25 02:16:11.657608
1526,253,device_253_3,2025-11-05 06:08:52.615573,2025-11-05 06:33:13.615573,1461,10,4,f,post_feed,post_detail,paid,weixin,banner,618,2026-01-25 02:16:11.657608
1527,303,device_303_2,2025-12-20 08:38:50.615573,2025-12-20 08:59:07.615573,1217,38,6,f,product_detail,cart,referral,baidu,organic,,2026-01-25 02:16:11.657608
1528,289,device_289_1,2026-01-22 02:12:04.615573,2026-01-22 02:40:46.615573,1722,5,10,f,post_feed,coupon_center,organic,weixin,paid,spring_sale,2026-01-25 02:16:11.657608
1529,404,device_404_1,2026-01-15 00:25:13.615573,2026-01-15 00:30:57.615573,344,16,5,f,home,settings,email,baidu,banner,,2026-01-25 02:16:11.657608
1530,389,device_389_1,2025-11-06 11:10:20.615573,2025-11-06 11:22:29.615573,729,5,18,f,home,profile,paid,weixin,push,brand_day,2026-01-25 02:16:11.657608
1531,220,device_220_2,2026-01-20 23:54:41.615573,2026-01-21 00:24:00.615573,1759,24,14,f,home,settings,organic,douyin,banner,brand_day,2026-01-25 02:16:11.657608
1532,350,device_350_3,2025-11-10 21:31:47.615573,2025-11-10 21:33:08.615573,81,20,16,f,post_feed,home,email,baidu,push,618,2026-01-25 02:16:11.657608
1533,357,device_357_3,2025-11-04 14:06:39.615573,2025-11-04 14:08:34.615573,115,13,6,f,post_feed,search,social,weixin,paid,new_user,2026-01-25 02:16:11.657608
1534,9,device_9_1,2026-01-04 13:05:00.615573,2026-01-04 13:07:24.615573,144,32,13,f,product_detail,order_detail,direct,weixin,banner,recall,2026-01-25 02:16:11.657608
1535,342,device_342_3,2025-12-31 21:00:14.615573,2025-12-31 21:11:53.615573,699,32,4,f,product_detail,category,organic,weixin,banner,,2026-01-25 02:16:11.657608
1536,260,device_260_1,2026-01-09 05:26:40.615573,2026-01-09 05:28:33.615573,113,44,12,f,home,settings,social,organic,paid,new_user,2026-01-25 02:16:11.657608
1537,133,device_133_3,2025-11-10 20:00:32.615573,2025-11-10 20:08:15.615573,463,8,13,f,post_feed,coupon_center,referral,xiaohongshu,referral,618,2026-01-25 02:16:11.657608
1538,120,device_120_3,2025-12-05 01:43:37.615573,2025-12-05 02:05:22.615573,1305,17,6,f,post_feed,cart,email,baidu,organic,brand_day,2026-01-25 02:16:11.657608
1539,215,device_215_2,2025-12-22 06:25:34.615573,2025-12-22 06:54:41.615573,1747,16,16,f,home,checkout,direct,baidu,banner,new_user,2026-01-25 02:16:11.657608
1540,253,device_253_2,2025-12-22 20:47:22.615573,2025-12-22 21:11:58.615573,1476,43,5,f,product_detail,coupon_center,organic,direct,banner,double11,2026-01-25 02:16:11.657608
1541,197,device_197_3,2026-01-22 13:42:04.615573,2026-01-22 13:56:40.615573,876,50,16,f,post_feed,favorites,direct,organic,organic,brand_day,2026-01-25 02:16:11.657608
1542,102,device_102_1,2025-11-27 19:13:30.615573,2025-11-27 19:29:39.615573,969,3,17,f,product_detail,cart,paid,direct,paid,,2026-01-25 02:16:11.657608
1543,334,device_334_1,2025-12-22 15:14:25.615573,2025-12-22 15:31:44.615573,1039,31,3,f,post_feed,settings,direct,baidu,banner,new_user,2026-01-25 02:16:11.657608
1544,19,device_19_3,2026-01-16 08:12:40.615573,2026-01-16 08:26:52.615573,852,10,13,f,post_feed,profile,paid,direct,push,brand_day,2026-01-25 02:16:11.657608
1545,440,device_440_1,2025-12-18 11:41:52.615573,2025-12-18 11:50:55.615573,543,16,20,f,product_detail,category,organic,direct,paid,spring_sale,2026-01-25 02:16:11.657608
1546,400,device_400_3,2025-10-30 06:07:49.615573,2025-10-30 06:18:58.615573,669,49,7,f,home,favorites,paid,weixin,banner,recall,2026-01-25 02:16:11.657608
1547,273,device_273_1,2026-01-15 04:11:39.615573,2026-01-15 04:18:13.615573,394,36,16,f,product_detail,order_list,paid,xiaohongshu,referral,new_user,2026-01-25 02:16:11.657608
1548,328,device_328_3,2025-12-20 22:53:39.615573,2025-12-20 22:54:29.615573,50,32,3,t,home,checkout,direct,direct,organic,double11,2026-01-25 02:16:11.657608
1549,242,device_242_3,2025-11-04 01:29:27.615573,2025-11-04 01:46:57.615573,1050,25,13,f,product_detail,post_detail,organic,xiaohongshu,push,spring_sale,2026-01-25 02:16:11.657608
1550,34,device_34_2,2026-01-22 08:35:46.615573,2026-01-22 08:55:38.615573,1192,19,3,f,product_detail,order_list,paid,direct,banner,618,2026-01-25 02:16:11.657608
1551,350,device_350_1,2026-01-23 09:24:35.615573,2026-01-23 09:38:59.615573,864,45,4,f,post_feed,messages,social,organic,referral,spring_sale,2026-01-25 02:16:11.657608
1552,362,device_362_1,2025-12-16 09:35:32.615573,2025-12-16 09:41:46.615573,374,35,3,f,product_detail,cart,email,douyin,referral,new_user,2026-01-25 02:16:11.657608
1553,472,device_472_1,2026-01-17 06:01:20.615573,2026-01-17 06:25:21.615573,1441,6,2,f,product_detail,cart,referral,weixin,organic,,2026-01-25 02:16:11.657608
1554,304,device_304_1,2025-12-10 06:12:50.615573,2025-12-10 06:29:51.615573,1021,34,8,f,home,profile,social,xiaohongshu,push,recall,2026-01-25 02:16:11.657608
1555,123,device_123_3,2025-12-12 23:57:36.615573,2025-12-13 00:20:24.615573,1368,17,16,f,home,order_list,referral,xiaohongshu,organic,new_user,2026-01-25 02:16:11.657608
1556,470,device_470_3,2026-01-16 02:14:25.615573,2026-01-16 02:23:06.615573,521,46,18,f,post_feed,cart,social,direct,banner,spring_sale,2026-01-25 02:16:11.657608
1557,110,device_110_2,2025-12-24 10:10:38.615573,2025-12-24 10:19:27.615573,529,35,20,f,post_feed,checkout,paid,baidu,paid,double11,2026-01-25 02:16:11.657608
1558,155,device_155_1,2026-01-02 05:05:24.615573,2026-01-02 05:08:20.615573,176,36,9,f,home,favorites,organic,baidu,push,brand_day,2026-01-25 02:16:11.657608
1559,175,device_175_3,2025-11-09 21:42:39.615573,2025-11-09 21:47:56.615573,317,16,20,f,product_detail,profile,social,baidu,push,recall,2026-01-25 02:16:11.657608
1560,115,device_115_2,2026-01-11 09:50:14.615573,2026-01-11 09:53:14.615573,180,50,20,f,post_feed,settings,organic,direct,referral,new_user,2026-01-25 02:16:11.657608
1561,447,device_447_3,2025-12-29 13:44:53.615573,2025-12-29 13:59:55.615573,902,12,6,f,home,settings,social,xiaohongshu,organic,brand_day,2026-01-25 02:16:11.657608
1562,393,device_393_1,2025-12-24 00:45:34.615573,2025-12-24 00:52:50.615573,436,14,12,f,product_detail,order_list,email,organic,referral,spring_sale,2026-01-25 02:16:11.657608
1563,414,device_414_2,2025-12-05 00:03:28.615573,2025-12-05 00:20:30.615573,1022,48,2,f,home,product_detail,direct,direct,banner,double11,2026-01-25 02:16:11.657608
1564,14,device_14_3,2025-12-24 22:22:48.615573,2025-12-24 22:25:35.615573,167,14,5,f,post_feed,favorites,email,douyin,referral,618,2026-01-25 02:16:11.657608
1565,69,device_69_2,2025-10-30 12:19:13.615573,2025-10-30 12:21:12.615573,119,39,18,f,post_feed,order_list,paid,weixin,organic,double11,2026-01-25 02:16:11.657608
1566,204,device_204_2,2026-01-09 07:03:41.615573,2026-01-09 07:24:13.615573,1232,47,12,f,product_detail,settings,referral,douyin,paid,,2026-01-25 02:16:11.657608
1567,244,device_244_2,2025-12-01 19:46:19.615573,2025-12-01 20:02:42.615573,983,46,7,f,product_detail,home,direct,baidu,push,double11,2026-01-25 02:16:11.657608
1568,314,device_314_1,2025-11-10 22:00:22.615573,2025-11-10 22:14:25.615573,843,37,3,f,product_detail,category,social,weixin,organic,recall,2026-01-25 02:16:11.657608
1569,456,device_456_2,2026-01-14 16:43:31.615573,2026-01-14 16:49:00.615573,329,9,3,f,product_detail,coupon_center,social,direct,organic,618,2026-01-25 02:16:11.657608
1570,383,device_383_3,2025-12-04 02:08:51.615573,2025-12-04 02:13:54.615573,303,3,6,f,post_feed,search,direct,baidu,organic,new_user,2026-01-25 02:16:11.657608
1571,492,device_492_1,2025-12-13 08:53:04.615573,2025-12-13 09:09:06.615573,962,9,14,f,home,checkout,paid,direct,paid,spring_sale,2026-01-25 02:16:11.657608
1572,370,device_370_3,2025-10-29 01:42:46.615573,2025-10-29 02:08:55.615573,1569,3,17,f,product_detail,order_detail,referral,organic,organic,,2026-01-25 02:16:11.657608
1573,279,device_279_2,2025-12-06 08:43:24.615573,2025-12-06 09:05:40.615573,1336,39,19,f,product_detail,settings,paid,xiaohongshu,push,,2026-01-25 02:16:11.657608
1574,84,device_84_1,2025-10-29 17:26:59.615573,2025-10-29 17:35:54.615573,535,21,9,f,product_detail,checkout,social,weixin,organic,spring_sale,2026-01-25 02:16:11.657608
1575,1,device_1_3,2026-01-10 18:37:45.615573,2026-01-10 18:57:58.615573,1213,17,18,f,home,order_list,direct,direct,organic,double11,2026-01-25 02:16:11.657608
1576,228,device_228_2,2025-12-15 01:18:23.615573,2025-12-15 01:30:32.615573,729,16,6,f,home,search,referral,direct,organic,double11,2026-01-25 02:16:11.657608
1577,131,device_131_1,2025-11-28 13:00:14.615573,2025-11-28 13:21:07.615573,1253,8,12,f,home,coupon_center,referral,xiaohongshu,banner,618,2026-01-25 02:16:11.657608
1578,339,device_339_2,2026-01-10 03:45:59.615573,2026-01-10 03:56:45.615573,646,43,17,f,post_feed,product_detail,referral,baidu,paid,brand_day,2026-01-25 02:16:11.657608
1579,9,device_9_2,2026-01-05 03:21:35.615573,2026-01-05 03:29:47.615573,492,28,17,f,home,post_feed,social,direct,banner,recall,2026-01-25 02:16:11.657608
1580,421,device_421_3,2025-10-30 16:38:24.615573,2025-10-30 16:51:13.615573,769,28,13,f,home,coupon_center,direct,organic,organic,618,2026-01-25 02:16:11.657608
1581,386,device_386_3,2025-12-27 02:33:11.615573,2025-12-27 02:47:04.615573,833,40,18,f,product_detail,messages,paid,douyin,push,new_user,2026-01-25 02:16:11.657608
1582,13,device_13_2,2025-12-07 15:40:24.615573,2025-12-07 15:48:02.615573,458,27,15,f,post_feed,post_detail,referral,organic,referral,brand_day,2026-01-25 02:16:11.657608
1583,337,device_337_3,2026-01-23 02:11:21.615573,2026-01-23 02:18:24.615573,423,22,17,f,home,home,social,douyin,referral,new_user,2026-01-25 02:16:11.657608
1584,220,device_220_3,2026-01-13 13:38:39.615573,2026-01-13 13:40:11.615573,92,27,7,f,home,order_list,email,direct,paid,spring_sale,2026-01-25 02:16:11.657608
1585,312,device_312_1,2025-12-16 01:44:37.615573,2025-12-16 02:10:43.615573,1566,39,19,f,home,coupon_center,email,direct,paid,spring_sale,2026-01-25 02:16:11.657608
1586,62,device_62_2,2025-12-23 20:24:19.615573,2025-12-23 20:36:51.615573,752,45,10,f,home,home,email,organic,banner,brand_day,2026-01-25 02:16:11.657608
1587,340,device_340_3,2026-01-09 22:01:47.615573,2026-01-09 22:30:23.615573,1716,24,2,f,product_detail,profile,social,xiaohongshu,referral,spring_sale,2026-01-25 02:16:11.657608
1588,230,device_230_3,2025-12-16 08:41:53.615573,2025-12-16 09:07:20.615573,1527,7,13,f,product_detail,coupon_center,email,organic,organic,double11,2026-01-25 02:16:11.657608
1589,47,device_47_3,2025-11-19 08:43:25.615573,2025-11-19 09:11:14.615573,1669,14,5,f,post_feed,category,email,baidu,paid,recall,2026-01-25 02:16:11.657608
1590,321,device_321_3,2025-11-12 13:50:20.615573,2025-11-12 14:07:52.615573,1052,42,20,f,product_detail,coupon_center,referral,baidu,paid,double11,2026-01-25 02:16:11.657608
1591,252,device_252_3,2026-01-09 03:48:02.615573,2026-01-09 04:15:05.615573,1623,23,8,f,product_detail,order_detail,direct,organic,push,spring_sale,2026-01-25 02:16:11.657608
1592,341,device_341_1,2025-12-04 16:20:05.615573,2025-12-04 16:24:11.615573,246,19,2,f,home,profile,organic,weixin,banner,new_user,2026-01-25 02:16:11.657608
1593,213,device_213_3,2026-01-05 06:33:44.615573,2026-01-05 06:53:37.615573,1193,22,18,f,post_feed,messages,organic,baidu,paid,recall,2026-01-25 02:16:11.657608
1594,12,device_12_3,2025-11-18 18:09:08.615573,2025-11-18 18:10:14.615573,66,21,17,f,product_detail,messages,organic,baidu,referral,618,2026-01-25 02:16:11.657608
1595,24,device_24_2,2025-12-29 02:57:03.615573,2025-12-29 03:13:50.615573,1007,3,15,f,product_detail,messages,email,xiaohongshu,organic,spring_sale,2026-01-25 02:16:11.657608
1596,223,device_223_1,2025-12-03 18:08:46.615573,2025-12-03 18:36:44.615573,1678,21,10,f,post_feed,product_detail,direct,weixin,banner,recall,2026-01-25 02:16:11.657608
1597,50,device_50_3,2025-11-22 01:53:14.615573,2025-11-22 02:01:19.615573,485,42,4,f,product_detail,checkout,referral,xiaohongshu,referral,brand_day,2026-01-25 02:16:11.657608
1598,490,device_490_1,2025-11-21 18:02:58.615573,2025-11-21 18:31:32.615573,1714,16,15,f,post_feed,search,referral,direct,banner,spring_sale,2026-01-25 02:16:11.657608
1599,409,device_409_2,2025-12-11 06:56:08.615573,2025-12-11 07:24:18.615573,1690,16,10,f,post_feed,coupon_center,direct,douyin,push,618,2026-01-25 02:16:11.657608
1600,271,device_271_3,2025-11-03 17:25:10.615573,2025-11-03 17:38:18.615573,788,14,16,f,product_detail,category,paid,douyin,banner,618,2026-01-25 02:16:11.657608
1601,381,device_381_3,2026-01-10 07:45:56.615573,2026-01-10 07:49:56.615573,240,42,9,f,product_detail,checkout,email,xiaohongshu,referral,brand_day,2026-01-25 02:16:11.657608
1602,118,device_118_2,2025-11-07 09:52:35.615573,2025-11-07 10:15:29.615573,1374,7,19,f,product_detail,post_detail,direct,organic,referral,new_user,2026-01-25 02:16:11.657608
1603,179,device_179_2,2025-11-05 19:41:09.615573,2025-11-05 19:49:06.615573,477,34,2,f,home,coupon_center,organic,weixin,banner,double11,2026-01-25 02:16:11.657608
1604,299,device_299_2,2025-11-06 23:16:16.615573,2025-11-06 23:22:22.615573,366,36,16,f,post_feed,post_feed,organic,direct,banner,brand_day,2026-01-25 02:16:11.657608
1605,141,device_141_2,2026-01-22 06:44:15.615573,2026-01-22 07:13:13.615573,1738,19,16,f,home,settings,paid,direct,paid,recall,2026-01-25 02:16:11.657608
1606,456,device_456_1,2025-11-08 13:02:59.615573,2025-11-08 13:32:27.615573,1768,11,14,f,home,settings,email,xiaohongshu,paid,double11,2026-01-25 02:16:11.657608
1607,348,device_348_3,2025-12-30 09:14:20.615573,2025-12-30 09:35:50.615573,1290,18,5,f,post_feed,post_detail,social,xiaohongshu,paid,new_user,2026-01-25 02:16:11.657608
1608,332,device_332_2,2025-11-29 10:52:38.615573,2025-11-29 11:07:02.615573,864,10,11,f,post_feed,favorites,organic,xiaohongshu,organic,recall,2026-01-25 02:16:11.657608
1609,33,device_33_1,2025-11-11 02:16:59.615573,2025-11-11 02:34:47.615573,1068,41,6,f,home,checkout,paid,direct,organic,new_user,2026-01-25 02:16:11.657608
1610,242,device_242_2,2026-01-07 17:42:45.615573,2026-01-07 18:02:24.615573,1179,23,7,f,post_feed,settings,paid,organic,paid,brand_day,2026-01-25 02:16:11.657608
1611,238,device_238_2,2026-01-16 07:51:03.615573,2026-01-16 08:10:55.615573,1192,10,5,f,product_detail,post_detail,referral,douyin,referral,,2026-01-25 02:16:11.657608
1612,151,device_151_1,2025-11-11 04:18:49.615573,2025-11-11 04:25:24.615573,395,36,7,f,post_feed,cart,referral,xiaohongshu,push,new_user,2026-01-25 02:16:11.657608
1613,328,device_328_3,2025-12-21 18:04:52.615573,2025-12-21 18:15:32.615573,640,9,20,f,product_detail,checkout,direct,douyin,referral,spring_sale,2026-01-25 02:16:11.657608
1614,16,device_16_2,2025-12-05 23:39:21.615573,2025-12-05 23:44:49.615573,328,34,13,f,home,post_feed,direct,direct,push,double11,2026-01-25 02:16:11.657608
1615,330,device_330_1,2026-01-19 04:35:05.615573,2026-01-19 04:51:51.615573,1006,9,19,f,home,order_detail,organic,douyin,push,double11,2026-01-25 02:16:11.657608
1616,353,device_353_2,2025-11-11 23:31:40.615573,2025-11-11 23:53:06.615573,1286,49,20,f,post_feed,checkout,referral,xiaohongshu,paid,,2026-01-25 02:16:11.657608
1617,343,device_343_1,2025-11-20 08:23:49.615573,2025-11-20 08:31:15.615573,446,26,13,f,post_feed,favorites,direct,direct,referral,double11,2026-01-25 02:16:11.657608
1618,65,device_65_1,2025-11-14 22:21:47.615573,2025-11-14 22:31:35.615573,588,5,13,f,product_detail,profile,direct,douyin,referral,new_user,2026-01-25 02:16:11.657608
1619,487,device_487_1,2026-01-06 12:11:25.615573,2026-01-06 12:26:34.615573,909,3,3,f,product_detail,post_feed,referral,douyin,paid,new_user,2026-01-25 02:16:11.657608
1620,452,device_452_1,2025-12-06 16:32:21.615573,2025-12-06 16:46:48.615573,867,38,13,f,product_detail,cart,social,douyin,push,recall,2026-01-25 02:16:11.657608
1621,83,device_83_2,2026-01-11 04:51:50.615573,2026-01-11 04:54:03.615573,133,39,10,f,home,checkout,email,baidu,paid,double11,2026-01-25 02:16:11.657608
1622,444,device_444_1,2025-12-27 08:32:17.615573,2025-12-27 08:35:57.615573,220,8,14,f,product_detail,messages,paid,organic,referral,brand_day,2026-01-25 02:16:11.657608
1623,78,device_78_3,2025-11-01 13:42:00.615573,2025-11-01 13:51:19.615573,559,6,5,f,product_detail,category,referral,baidu,organic,618,2026-01-25 02:16:11.657608
1624,477,device_477_3,2025-12-09 08:13:28.615573,2025-12-09 08:40:33.615573,1625,33,17,f,post_feed,favorites,referral,douyin,paid,618,2026-01-25 02:16:11.657608
1625,394,device_394_3,2026-01-03 19:37:35.615573,2026-01-03 19:46:41.615573,546,33,4,f,post_feed,category,organic,direct,push,new_user,2026-01-25 02:16:11.657608
1626,492,device_492_2,2025-11-15 04:11:19.615573,2025-11-15 04:22:33.615573,674,13,20,f,home,settings,direct,baidu,banner,spring_sale,2026-01-25 02:16:11.657608
1627,89,device_89_2,2025-11-18 10:04:38.615573,2025-11-18 10:24:00.615573,1162,36,11,f,home,messages,social,weixin,organic,recall,2026-01-25 02:16:11.657608
1628,265,device_265_1,2025-12-04 22:55:36.615573,2025-12-04 23:20:44.615573,1508,37,6,f,home,profile,paid,baidu,organic,spring_sale,2026-01-25 02:16:11.657608
1629,21,device_21_1,2025-11-02 03:48:51.615573,2025-11-02 04:06:44.615573,1073,49,3,f,product_detail,category,direct,direct,push,recall,2026-01-25 02:16:11.657608
1630,117,device_117_2,2025-11-26 01:09:36.615573,2025-11-26 01:29:05.615573,1169,29,6,f,home,search,organic,douyin,paid,double11,2026-01-25 02:16:11.657608
1631,292,device_292_3,2025-12-01 22:30:37.615573,2025-12-01 22:43:09.615573,752,43,20,f,product_detail,favorites,referral,direct,push,brand_day,2026-01-25 02:16:11.657608
1632,484,device_484_3,2025-11-16 17:40:11.615573,2025-11-16 17:43:52.615573,221,30,17,f,post_feed,checkout,organic,organic,paid,,2026-01-25 02:16:11.657608
1633,228,device_228_2,2026-01-15 14:01:57.615573,2026-01-15 14:18:49.615573,1012,9,19,f,home,search,direct,direct,referral,,2026-01-25 02:16:11.657608
1634,283,device_283_3,2026-01-13 16:20:19.615573,2026-01-13 16:36:24.615573,965,48,16,f,home,home,direct,direct,organic,new_user,2026-01-25 02:16:11.657608
1635,266,device_266_2,2025-12-01 05:05:39.615573,2025-12-01 05:30:59.615573,1520,23,16,f,home,search,referral,baidu,push,618,2026-01-25 02:16:11.657608
1636,154,device_154_2,2025-11-21 09:15:20.615573,2025-11-21 09:30:35.615573,915,31,19,f,post_feed,checkout,organic,baidu,push,brand_day,2026-01-25 02:16:11.657608
1637,418,device_418_1,2026-01-02 23:02:47.615573,2026-01-02 23:28:03.615573,1516,30,14,f,product_detail,order_detail,organic,baidu,organic,618,2026-01-25 02:16:11.657608
