page_view_id,user_id,session_id,page_name,page_url,referrer,duration_seconds,scroll_depth_pct,view_time,created_at
9398,328,1548,coupon_center,,,23,54,2025-12-20 22:53:39.615573,2026-01-25 02:16:11.74548
9399,328,1548,product_detail,,,106,23,2025-12-20 22:54:35.615573,2026-01-25 02:16:11.74548
9400,328,1548,cart,,,54,41,2025-12-20 22:54:39.615573,2026-01-25 02:16:11.74548
9401,328,1548,messages,,,49,27,2025-12-20 22:56:15.615573,2026-01-25 02:16:11.74548
9402,242,1549,favorites,,,82,24,2025-11-04 01:29:27.615573,2026-01-25 02:16:11.74548
9403,242,1549,home,,,6,98,2025-11-04 01:30:26.615573,2026-01-25 02:16:11.74548
9404,242,1549,home,,,120,25,2025-11-04 01:30:19.615573,2026-01-25 02:16:11.74548
9405,242,1549,order_detail,,,103,30,2025-11-04 01:31:00.615573,2026-01-25 02:16:11.74548
9406,242,1549,profile,,,70,66,2025-11-04 01:31:19.615573,2026-01-25 02:16:11.74548
9407,242,1549,product_detail,,,106,47,2025-11-04 01:32:27.615573,2026-01-25 02:16:11.74548
9408,242,1549,coupon_center,,,95,41,2025-11-04 01:32:03.615573,2026-01-25 02:16:11.74548
9409,242,1549,product_detail,,,52,25,2025-11-04 01:36:27.615573,2026-01-25 02:16:11.74548
9410,242,1549,settings,,,116,39,2025-11-04 01:33:19.615573,2026-01-25 02:16:11.74548
9411,34,1550,home,,,9,33,2026-01-22 08:35:46.615573,2026-01-25 02:16:11.74548
9412,34,1550,checkout,,,80,61,2026-01-22 08:36:21.615573,2026-01-25 02:16:11.74548
9413,34,1550,favorites,,,47,35,2026-01-22 08:37:30.615573,2026-01-25 02:16:11.74548
9414,34,1550,post_feed,,,8,84,2026-01-22 08:37:07.615573,2026-01-25 02:16:11.74548
9415,34,1550,messages,,,66,42,2026-01-22 08:37:58.615573,2026-01-25 02:16:11.74548
9416,34,1550,product_detail,,,16,76,2026-01-22 08:37:11.615573,2026-01-25 02:16:11.74548
9417,34,1550,post_detail,,,75,86,2026-01-22 08:39:40.615573,2026-01-25 02:16:11.74548
9418,350,1551,coupon_center,,,53,60,2026-01-23 09:24:35.615573,2026-01-25 02:16:11.74548
9419,350,1551,post_detail,,,43,61,2026-01-23 09:25:18.615573,2026-01-25 02:16:11.74548
9420,350,1551,order_detail,,,24,48,2026-01-23 09:26:33.615573,2026-01-25 02:16:11.74548
9421,362,1552,order_detail,,,57,46,2025-12-16 09:35:32.615573,2026-01-25 02:16:11.74548
9422,362,1552,post_detail,,,42,99,2025-12-16 09:35:46.615573,2026-01-25 02:16:11.74548
9423,362,1552,favorites,,,38,35,2025-12-16 09:37:02.615573,2026-01-25 02:16:11.74548
9424,362,1552,search,,,59,91,2025-12-16 09:37:05.615573,2026-01-25 02:16:11.74548
9425,362,1552,home,,,120,53,2025-12-16 09:38:52.615573,2026-01-25 02:16:11.74548
9426,472,1553,messages,,,98,68,2026-01-17 06:01:20.615573,2026-01-25 02:16:11.74548
9427,472,1553,home,,,47,57,2026-01-17 06:02:07.615573,2026-01-25 02:16:11.74548
9428,472,1553,post_feed,,,76,59,2026-01-17 06:02:28.615573,2026-01-25 02:16:11.74548
9429,472,1553,home,,,52,45,2026-01-17 06:02:02.615573,2026-01-25 02:16:11.74548
9430,472,1553,post_detail,,,71,61,2026-01-17 06:04:24.615573,2026-01-25 02:16:11.74548
9431,472,1553,post_detail,,,92,94,2026-01-17 06:03:55.615573,2026-01-25 02:16:11.74548
9432,472,1553,favorites,,,58,91,2026-01-17 06:04:14.615573,2026-01-25 02:16:11.74548
9433,472,1553,coupon_center,,,87,90,2026-01-17 06:06:07.615573,2026-01-25 02:16:11.74548
9434,472,1553,post_feed,,,30,21,2026-01-17 06:07:52.615573,2026-01-25 02:16:11.74548
9435,472,1553,post_feed,,,85,90,2026-01-17 06:03:17.615573,2026-01-25 02:16:11.74548
9436,304,1554,post_feed,,,110,55,2025-12-10 06:12:50.615573,2026-01-25 02:16:11.74548
9437,304,1554,post_feed,,,96,25,2025-12-10 06:13:44.615573,2026-01-25 02:16:11.74548
9438,304,1554,search,,,8,45,2025-12-10 06:14:10.615573,2026-01-25 02:16:11.74548
9439,304,1554,messages,,,7,81,2025-12-10 06:13:56.615573,2026-01-25 02:16:11.74548
9440,123,1555,order_list,,,68,27,2025-12-12 23:57:36.615573,2026-01-25 02:16:11.74548
9441,123,1555,coupon_center,,,119,54,2025-12-12 23:58:23.615573,2026-01-25 02:16:11.74548
9442,123,1555,profile,,,51,89,2025-12-12 23:58:30.615573,2026-01-25 02:16:11.74548
9443,123,1555,post_feed,,,9,25,2025-12-12 23:59:39.615573,2026-01-25 02:16:11.74548
9444,123,1555,cart,,,22,41,2025-12-12 23:58:20.615573,2026-01-25 02:16:11.74548
9445,123,1555,home,,,27,95,2025-12-13 00:00:56.615573,2026-01-25 02:16:11.74548
9446,123,1555,coupon_center,,,89,79,2025-12-12 23:59:48.615573,2026-01-25 02:16:11.74548
9447,123,1555,settings,,,89,80,2025-12-13 00:03:12.615573,2026-01-25 02:16:11.74548
9448,123,1555,messages,,,63,52,2025-12-13 00:03:52.615573,2026-01-25 02:16:11.74548
9449,123,1555,coupon_center,,,38,45,2025-12-13 00:02:24.615573,2026-01-25 02:16:11.74548
9450,470,1556,search,,,92,97,2026-01-16 02:14:25.615573,2026-01-25 02:16:11.74548
9451,470,1556,home,,,116,33,2026-01-16 02:15:21.615573,2026-01-25 02:16:11.74548
9452,470,1556,order_list,,,72,60,2026-01-16 02:16:09.615573,2026-01-25 02:16:11.74548
9453,470,1556,post_feed,,,60,69,2026-01-16 02:16:10.615573,2026-01-25 02:16:11.74548
9454,470,1556,order_list,,,66,93,2026-01-16 02:17:01.615573,2026-01-25 02:16:11.74548
9455,470,1556,checkout,,,53,92,2026-01-16 02:15:50.615573,2026-01-25 02:16:11.74548
9456,470,1556,order_detail,,,10,37,2026-01-16 02:15:25.615573,2026-01-25 02:16:11.74548
9457,470,1556,product_detail,,,103,89,2026-01-16 02:16:03.615573,2026-01-25 02:16:11.74548
9458,110,1557,order_list,,,19,91,2025-12-24 10:10:38.615573,2026-01-25 02:16:11.74548
9459,110,1557,checkout,,,52,100,2025-12-24 10:10:49.615573,2026-01-25 02:16:11.74548
9460,110,1557,home,,,75,77,2025-12-24 10:12:00.615573,2026-01-25 02:16:11.74548
9461,110,1557,cart,,,23,80,2025-12-24 10:12:05.615573,2026-01-25 02:16:11.74548
9462,110,1557,post_feed,,,104,27,2025-12-24 10:11:18.615573,2026-01-25 02:16:11.74548
9463,110,1557,order_list,,,19,69,2025-12-24 10:11:43.615573,2026-01-25 02:16:11.74548
9464,110,1557,checkout,,,48,32,2025-12-24 10:13:56.615573,2026-01-25 02:16:11.74548
9465,110,1557,coupon_center,,,62,74,2025-12-24 10:14:29.615573,2026-01-25 02:16:11.74548
9466,110,1557,cart,,,81,96,2025-12-24 10:13:34.615573,2026-01-25 02:16:11.74548
9467,155,1558,profile,,,34,48,2026-01-02 05:05:24.615573,2026-01-25 02:16:11.74548
9468,155,1558,search,,,94,65,2026-01-02 05:05:43.615573,2026-01-25 02:16:11.74548
9469,155,1558,messages,,,111,83,2026-01-02 05:07:18.615573,2026-01-25 02:16:11.74548
9470,155,1558,profile,,,85,83,2026-01-02 05:07:30.615573,2026-01-25 02:16:11.74548
9471,155,1558,messages,,,73,84,2026-01-02 05:08:36.615573,2026-01-25 02:16:11.74548
9472,155,1558,category,,,88,67,2026-01-02 05:08:29.615573,2026-01-25 02:16:11.74548
9473,155,1558,post_feed,,,52,51,2026-01-02 05:11:06.615573,2026-01-25 02:16:11.74548
9474,155,1558,search,,,88,43,2026-01-02 05:09:08.615573,2026-01-25 02:16:11.74548
9475,175,1559,profile,,,42,91,2025-11-09 21:42:39.615573,2026-01-25 02:16:11.74548
9476,175,1559,favorites,,,112,30,2025-11-09 21:43:19.615573,2026-01-25 02:16:11.74548
9477,175,1559,coupon_center,,,68,97,2025-11-09 21:43:37.615573,2026-01-25 02:16:11.74548
9478,175,1559,order_detail,,,25,66,2025-11-09 21:43:57.615573,2026-01-25 02:16:11.74548
9479,175,1559,settings,,,117,96,2025-11-09 21:44:11.615573,2026-01-25 02:16:11.74548
9480,175,1559,coupon_center,,,70,43,2025-11-09 21:45:39.615573,2026-01-25 02:16:11.74548
9481,175,1559,messages,,,114,32,2025-11-09 21:48:15.615573,2026-01-25 02:16:11.74548
9482,175,1559,search,,,34,94,2025-11-09 21:45:06.615573,2026-01-25 02:16:11.74548
9483,175,1559,checkout,,,34,68,2025-11-09 21:44:39.615573,2026-01-25 02:16:11.74548
9484,175,1559,post_detail,,,81,88,2025-11-09 21:49:15.615573,2026-01-25 02:16:11.74548
9485,115,1560,post_feed,,,113,50,2026-01-11 09:50:14.615573,2026-01-25 02:16:11.74548
9486,115,1560,post_detail,,,62,43,2026-01-11 09:51:03.615573,2026-01-25 02:16:11.74548
9487,115,1560,order_list,,,9,28,2026-01-11 09:51:44.615573,2026-01-25 02:16:11.74548
9488,115,1560,order_detail,,,105,38,2026-01-11 09:51:17.615573,2026-01-25 02:16:11.74548
9489,115,1560,settings,,,43,99,2026-01-11 09:52:10.615573,2026-01-25 02:16:11.74548
9490,115,1560,coupon_center,,,101,43,2026-01-11 09:54:44.615573,2026-01-25 02:16:11.74548
9491,115,1560,favorites,,,120,86,2026-01-11 09:56:08.615573,2026-01-25 02:16:11.74548
9492,447,1561,order_detail,,,95,44,2025-12-29 13:44:53.615573,2026-01-25 02:16:11.74548
9493,447,1561,home,,,30,22,2025-12-29 13:45:19.615573,2026-01-25 02:16:11.74548
9494,393,1562,post_detail,,,103,65,2025-12-24 00:45:34.615573,2026-01-25 02:16:11.74548
9495,393,1562,product_detail,,,105,77,2025-12-24 00:46:24.615573,2026-01-25 02:16:11.74548
9496,393,1562,order_detail,,,63,42,2025-12-24 00:46:28.615573,2026-01-25 02:16:11.74548
9497,393,1562,home,,,92,95,2025-12-24 00:47:34.615573,2026-01-25 02:16:11.74548
9498,393,1562,messages,,,58,52,2025-12-24 00:47:30.615573,2026-01-25 02:16:11.74548
9499,414,1563,home,,,28,39,2025-12-05 00:03:28.615573,2026-01-25 02:16:11.74548
9500,414,1563,post_detail,,,27,32,2025-12-05 00:04:07.615573,2026-01-25 02:16:11.74548
9501,414,1563,search,,,22,40,2025-12-05 00:04:46.615573,2026-01-25 02:16:11.74548
9502,14,1564,category,,,82,63,2025-12-24 22:22:48.615573,2026-01-25 02:16:11.74548
9503,14,1564,product_detail,,,92,41,2025-12-24 22:23:36.615573,2026-01-25 02:16:11.74548
9504,14,1564,post_feed,,,79,91,2025-12-24 22:23:44.615573,2026-01-25 02:16:11.74548
9505,14,1564,post_feed,,,87,48,2025-12-24 22:25:27.615573,2026-01-25 02:16:11.74548
9506,14,1564,profile,,,61,67,2025-12-24 22:26:28.615573,2026-01-25 02:16:11.74548
9507,14,1564,search,,,120,66,2025-12-24 22:27:48.615573,2026-01-25 02:16:11.74548
9508,14,1564,post_detail,,,108,34,2025-12-24 22:27:18.615573,2026-01-25 02:16:11.74548
9509,14,1564,coupon_center,,,89,66,2025-12-24 22:27:35.615573,2026-01-25 02:16:11.74548
9510,14,1564,post_feed,,,81,79,2025-12-24 22:29:36.615573,2026-01-25 02:16:11.74548
9511,14,1564,checkout,,,108,41,2025-12-24 22:30:45.615573,2026-01-25 02:16:11.74548
9512,69,1565,order_detail,,,57,66,2025-10-30 12:19:13.615573,2026-01-25 02:16:11.74548
9513,69,1565,post_feed,,,54,65,2025-10-30 12:19:55.615573,2026-01-25 02:16:11.74548
9514,69,1565,messages,,,50,60,2025-10-30 12:19:39.615573,2026-01-25 02:16:11.74548
9515,69,1565,cart,,,117,60,2025-10-30 12:21:01.615573,2026-01-25 02:16:11.74548
9516,69,1565,coupon_center,,,117,97,2025-10-30 12:21:25.615573,2026-01-25 02:16:11.74548
9517,69,1565,order_list,,,37,92,2025-10-30 12:20:28.615573,2026-01-25 02:16:11.74548
9518,69,1565,coupon_center,,,31,31,2025-10-30 12:23:43.615573,2026-01-25 02:16:11.74548
9519,69,1565,category,,,120,67,2025-10-30 12:20:44.615573,2026-01-25 02:16:11.74548
9520,69,1565,post_feed,,,99,30,2025-10-30 12:21:05.615573,2026-01-25 02:16:11.74548
9521,69,1565,order_list,,,57,92,2025-10-30 12:21:01.615573,2026-01-25 02:16:11.74548
9522,204,1566,search,,,81,28,2026-01-09 07:03:41.615573,2026-01-25 02:16:11.74548
9523,204,1566,search,,,7,93,2026-01-09 07:04:39.615573,2026-01-25 02:16:11.74548
9524,244,1567,order_detail,,,114,33,2025-12-01 19:46:19.615573,2026-01-25 02:16:11.74548
9525,244,1567,settings,,,9,31,2025-12-01 19:46:48.615573,2026-01-25 02:16:11.74548
9526,314,1568,home,,,73,55,2025-11-10 22:00:22.615573,2026-01-25 02:16:11.74548
9527,314,1568,home,,,70,20,2025-11-10 22:00:38.615573,2026-01-25 02:16:11.74548
9528,314,1568,favorites,,,63,45,2025-11-10 22:00:42.615573,2026-01-25 02:16:11.74548
9529,314,1568,home,,,111,40,2025-11-10 22:02:55.615573,2026-01-25 02:16:11.74548
9530,314,1568,checkout,,,18,87,2025-11-10 22:03:30.615573,2026-01-25 02:16:11.74548
9531,456,1569,post_feed,,,58,88,2026-01-14 16:43:31.615573,2026-01-25 02:16:11.74548
9532,456,1569,order_list,,,55,83,2026-01-14 16:44:15.615573,2026-01-25 02:16:11.74548
9533,456,1569,post_detail,,,80,50,2026-01-14 16:45:25.615573,2026-01-25 02:16:11.74548
9534,456,1569,cart,,,63,96,2026-01-14 16:45:10.615573,2026-01-25 02:16:11.74548
9535,456,1569,search,,,67,20,2026-01-14 16:44:43.615573,2026-01-25 02:16:11.74548
9536,456,1569,search,,,106,91,2026-01-14 16:48:01.615573,2026-01-25 02:16:11.74548
9537,456,1569,product_detail,,,119,63,2026-01-14 16:44:37.615573,2026-01-25 02:16:11.74548
9538,383,1570,settings,,,73,77,2025-12-04 02:08:51.615573,2026-01-25 02:16:11.74548
9539,383,1570,order_list,,,90,40,2025-12-04 02:09:30.615573,2026-01-25 02:16:11.74548
9540,383,1570,product_detail,,,81,95,2025-12-04 02:10:09.615573,2026-01-25 02:16:11.74548
9541,383,1570,order_list,,,68,38,2025-12-04 02:11:45.615573,2026-01-25 02:16:11.74548
9542,383,1570,post_feed,,,76,69,2025-12-04 02:11:03.615573,2026-01-25 02:16:11.74548
9543,383,1570,product_detail,,,37,57,2025-12-04 02:12:01.615573,2026-01-25 02:16:11.74548
9544,492,1571,cart,,,67,63,2025-12-13 08:53:04.615573,2026-01-25 02:16:11.74548
9545,492,1571,order_detail,,,19,41,2025-12-13 08:53:39.615573,2026-01-25 02:16:11.74548
9546,492,1571,settings,,,81,49,2025-12-13 08:53:56.615573,2026-01-25 02:16:11.74548
9547,492,1571,order_detail,,,83,96,2025-12-13 08:55:58.615573,2026-01-25 02:16:11.74548
9548,370,1572,cart,,,79,86,2025-10-29 01:42:46.615573,2026-01-25 02:16:11.74548
9549,370,1572,post_feed,,,18,54,2025-10-29 01:43:19.615573,2026-01-25 02:16:11.74548
9550,370,1572,home,,,88,68,2025-10-29 01:43:34.615573,2026-01-25 02:16:11.74548
9551,370,1572,cart,,,99,96,2025-10-29 01:43:16.615573,2026-01-25 02:16:11.74548
9552,370,1572,post_detail,,,45,83,2025-10-29 01:44:30.615573,2026-01-25 02:16:11.74548
9553,370,1572,settings,,,31,28,2025-10-29 01:47:26.615573,2026-01-25 02:16:11.74548
9554,370,1572,profile,,,34,68,2025-10-29 01:45:58.615573,2026-01-25 02:16:11.74548
9555,370,1572,order_list,,,92,79,2025-10-29 01:48:50.615573,2026-01-25 02:16:11.74548
9556,370,1572,cart,,,51,68,2025-10-29 01:44:54.615573,2026-01-25 02:16:11.74548
9557,279,1573,post_feed,,,7,58,2025-12-06 08:43:24.615573,2026-01-25 02:16:11.74548
9558,279,1573,post_feed,,,12,98,2025-12-06 08:43:56.615573,2026-01-25 02:16:11.74548
9559,279,1573,checkout,,,108,30,2025-12-06 08:45:16.615573,2026-01-25 02:16:11.74548
9560,279,1573,profile,,,60,89,2025-12-06 08:44:00.615573,2026-01-25 02:16:11.74548
9561,279,1573,favorites,,,19,79,2025-12-06 08:46:16.615573,2026-01-25 02:16:11.74548
9562,279,1573,order_detail,,,10,33,2025-12-06 08:47:24.615573,2026-01-25 02:16:11.74548
9563,279,1573,messages,,,70,54,2025-12-06 08:45:48.615573,2026-01-25 02:16:11.74548
9564,279,1573,category,,,113,74,2025-12-06 08:46:05.615573,2026-01-25 02:16:11.74548
9565,279,1573,coupon_center,,,83,43,2025-12-06 08:45:48.615573,2026-01-25 02:16:11.74548
9566,84,1574,cart,,,51,64,2025-10-29 17:26:59.615573,2026-01-25 02:16:11.74548
9567,84,1574,order_list,,,21,59,2025-10-29 17:27:53.615573,2026-01-25 02:16:11.74548
9568,1,1575,category,,,23,49,2026-01-10 18:37:45.615573,2026-01-25 02:16:11.74548
9569,1,1575,search,,,78,32,2026-01-10 18:38:05.615573,2026-01-25 02:16:11.74548
9570,228,1576,product_detail,,,106,87,2025-12-15 01:18:23.615573,2026-01-25 02:16:11.74548
9571,228,1576,favorites,,,51,40,2025-12-15 01:19:23.615573,2026-01-25 02:16:11.74548
9572,228,1576,product_detail,,,108,30,2025-12-15 01:19:11.615573,2026-01-25 02:16:11.74548
9573,131,1577,cart,,,32,53,2025-11-28 13:00:14.615573,2026-01-25 02:16:11.74548
9574,131,1577,profile,,,75,42,2025-11-28 13:01:12.615573,2026-01-25 02:16:11.74548
9575,131,1577,settings,,,56,66,2025-11-28 13:01:10.615573,2026-01-25 02:16:11.74548
9576,131,1577,profile,,,46,35,2025-11-28 13:00:59.615573,2026-01-25 02:16:11.74548
9577,131,1577,post_feed,,,9,26,2025-11-28 13:02:30.615573,2026-01-25 02:16:11.74548
9578,131,1577,settings,,,55,31,2025-11-28 13:03:29.615573,2026-01-25 02:16:11.74548
9579,131,1577,order_list,,,23,84,2025-11-28 13:02:08.615573,2026-01-25 02:16:11.74548
9580,339,1578,cart,,,76,55,2026-01-10 03:45:59.615573,2026-01-25 02:16:11.74548
9581,339,1578,post_feed,,,15,62,2026-01-10 03:46:45.615573,2026-01-25 02:16:11.74548
9582,339,1578,home,,,5,77,2026-01-10 03:47:19.615573,2026-01-25 02:16:11.74548
9583,339,1578,order_detail,,,15,65,2026-01-10 03:46:29.615573,2026-01-25 02:16:11.74548
9584,9,1579,settings,,,47,45,2026-01-05 03:21:35.615573,2026-01-25 02:16:11.74548
9585,9,1579,favorites,,,22,30,2026-01-05 03:22:10.615573,2026-01-25 02:16:11.74548
9586,9,1579,category,,,83,23,2026-01-05 03:22:53.615573,2026-01-25 02:16:11.74548
9587,9,1579,profile,,,100,96,2026-01-05 03:23:26.615573,2026-01-25 02:16:11.74548
9588,9,1579,product_detail,,,57,41,2026-01-05 03:25:03.615573,2026-01-25 02:16:11.74548
9589,9,1579,post_detail,,,74,68,2026-01-05 03:22:40.615573,2026-01-25 02:16:11.74548
9590,421,1580,favorites,,,13,22,2025-10-30 16:38:24.615573,2026-01-25 02:16:11.74548
9591,421,1580,search,,,69,92,2025-10-30 16:39:20.615573,2026-01-25 02:16:11.74548
9592,421,1580,post_feed,,,70,24,2025-10-30 16:39:22.615573,2026-01-25 02:16:11.74548
9593,421,1580,category,,,82,73,2025-10-30 16:41:24.615573,2026-01-25 02:16:11.74548
9594,421,1580,coupon_center,,,104,44,2025-10-30 16:41:16.615573,2026-01-25 02:16:11.74548
9595,386,1581,profile,,,64,47,2025-12-27 02:33:11.615573,2026-01-25 02:16:11.74548
9596,386,1581,cart,,,32,53,2025-12-27 02:33:31.615573,2026-01-25 02:16:11.74548
9597,386,1581,cart,,,63,60,2025-12-27 02:34:17.615573,2026-01-25 02:16:11.74548
9598,13,1582,order_detail,,,87,28,2025-12-07 15:40:24.615573,2026-01-25 02:16:11.74548
9599,13,1582,messages,,,36,20,2025-12-07 15:40:36.615573,2026-01-25 02:16:11.74548
9600,13,1582,category,,,36,51,2025-12-07 15:41:58.615573,2026-01-25 02:16:11.74548
9601,13,1582,post_feed,,,20,51,2025-12-07 15:41:30.615573,2026-01-25 02:16:11.74548
9602,13,1582,post_feed,,,86,90,2025-12-07 15:42:24.615573,2026-01-25 02:16:11.74548
9603,337,1583,order_list,,,29,83,2026-01-23 02:11:21.615573,2026-01-25 02:16:11.74548
9604,337,1583,post_detail,,,116,51,2026-01-23 02:11:57.615573,2026-01-25 02:16:11.74548
9605,337,1583,order_detail,,,37,83,2026-01-23 02:12:15.615573,2026-01-25 02:16:11.74548
9606,337,1583,post_feed,,,116,24,2026-01-23 02:12:06.615573,2026-01-25 02:16:11.74548
9607,337,1583,favorites,,,108,69,2026-01-23 02:14:49.615573,2026-01-25 02:16:11.74548
9608,337,1583,favorites,,,48,99,2026-01-23 02:14:26.615573,2026-01-25 02:16:11.74548
9609,337,1583,post_detail,,,85,79,2026-01-23 02:13:09.615573,2026-01-25 02:16:11.74548
9610,220,1584,messages,,,73,66,2026-01-13 13:38:39.615573,2026-01-25 02:16:11.74548
9611,220,1584,favorites,,,62,87,2026-01-13 13:38:49.615573,2026-01-25 02:16:11.74548
9612,312,1585,home,,,63,94,2025-12-16 01:44:37.615573,2026-01-25 02:16:11.74548
9613,312,1585,favorites,,,79,71,2025-12-16 01:44:57.615573,2026-01-25 02:16:11.74548
9614,312,1585,settings,,,24,79,2025-12-16 01:45:45.615573,2026-01-25 02:16:11.74548
9615,62,1586,favorites,,,61,21,2025-12-23 20:24:19.615573,2026-01-25 02:16:11.74548
9616,62,1586,product_detail,,,7,83,2025-12-23 20:25:10.615573,2026-01-25 02:16:11.74548
9617,62,1586,product_detail,,,72,28,2025-12-23 20:25:07.615573,2026-01-25 02:16:11.74548
9618,62,1586,product_detail,,,55,31,2025-12-23 20:25:40.615573,2026-01-25 02:16:11.74548
9619,340,1587,category,,,83,70,2026-01-09 22:01:47.615573,2026-01-25 02:16:11.74548
9620,340,1587,order_detail,,,46,38,2026-01-09 22:02:12.615573,2026-01-25 02:16:11.74548
9621,340,1587,profile,,,86,88,2026-01-09 22:02:35.615573,2026-01-25 02:16:11.74548
9622,230,1588,settings,,,73,63,2025-12-16 08:41:53.615573,2026-01-25 02:16:11.74548
9623,230,1588,order_list,,,101,21,2025-12-16 08:42:30.615573,2026-01-25 02:16:11.74548
9624,230,1588,settings,,,36,44,2025-12-16 08:42:43.615573,2026-01-25 02:16:11.74548
9625,230,1588,search,,,33,68,2025-12-16 08:44:05.615573,2026-01-25 02:16:11.74548
9626,230,1588,home,,,47,55,2025-12-16 08:44:33.615573,2026-01-25 02:16:11.74548
9627,230,1588,product_detail,,,81,48,2025-12-16 08:46:28.615573,2026-01-25 02:16:11.74548
9628,230,1588,coupon_center,,,14,78,2025-12-16 08:45:05.615573,2026-01-25 02:16:11.74548
9629,230,1588,product_detail,,,51,37,2025-12-16 08:46:12.615573,2026-01-25 02:16:11.74548
9630,47,1589,coupon_center,,,120,97,2025-11-19 08:43:25.615573,2026-01-25 02:16:11.74548
9631,47,1589,coupon_center,,,102,34,2025-11-19 08:43:37.615573,2026-01-25 02:16:11.74548
9632,321,1590,order_detail,,,88,97,2025-11-12 13:50:20.615573,2026-01-25 02:16:11.74548
9633,321,1590,search,,,100,60,2025-11-12 13:50:47.615573,2026-01-25 02:16:11.74548
9634,321,1590,profile,,,73,74,2025-11-12 13:51:20.615573,2026-01-25 02:16:11.74548
9635,321,1590,coupon_center,,,60,100,2025-11-12 13:50:53.615573,2026-01-25 02:16:11.74548
9636,321,1590,cart,,,89,61,2025-11-12 13:54:04.615573,2026-01-25 02:16:11.74548
9637,321,1590,messages,,,65,69,2025-11-12 13:52:00.615573,2026-01-25 02:16:11.74548
9638,321,1590,coupon_center,,,5,92,2025-11-12 13:52:32.615573,2026-01-25 02:16:11.74548
9639,321,1590,cart,,,41,39,2025-11-12 13:52:12.615573,2026-01-25 02:16:11.74548
9640,252,1591,messages,,,67,53,2026-01-09 03:48:02.615573,2026-01-25 02:16:11.74548
9641,252,1591,profile,,,91,30,2026-01-09 03:49:01.615573,2026-01-25 02:16:11.74548
9642,252,1591,favorites,,,101,84,2026-01-09 03:48:50.615573,2026-01-25 02:16:11.74548
9643,252,1591,profile,,,60,39,2026-01-09 03:48:50.615573,2026-01-25 02:16:11.74548
9644,252,1591,category,,,34,79,2026-01-09 03:51:30.615573,2026-01-25 02:16:11.74548
9645,252,1591,profile,,,92,57,2026-01-09 03:52:42.615573,2026-01-25 02:16:11.74548
9646,252,1591,post_detail,,,90,57,2026-01-09 03:50:20.615573,2026-01-25 02:16:11.74548
9647,341,1592,post_feed,,,29,86,2025-12-04 16:20:05.615573,2026-01-25 02:16:11.74548
9648,341,1592,product_detail,,,28,66,2025-12-04 16:20:29.615573,2026-01-25 02:16:11.74548
9649,341,1592,category,,,120,72,2025-12-04 16:20:45.615573,2026-01-25 02:16:11.74548
9650,341,1592,home,,,8,72,2025-12-04 16:21:29.615573,2026-01-25 02:16:11.74548
9651,341,1592,search,,,58,74,2025-12-04 16:20:57.615573,2026-01-25 02:16:11.74548
9652,213,1593,product_detail,,,16,62,2026-01-05 06:33:44.615573,2026-01-25 02:16:11.74548
9653,213,1593,post_detail,,,43,21,2026-01-05 06:34:04.615573,2026-01-25 02:16:11.74548
9654,213,1593,cart,,,39,31,2026-01-05 06:35:42.615573,2026-01-25 02:16:11.74548
9655,213,1593,home,,,66,93,2026-01-05 06:34:41.615573,2026-01-25 02:16:11.74548
9656,213,1593,category,,,31,75,2026-01-05 06:37:44.615573,2026-01-25 02:16:11.74548
9657,12,1594,order_list,,,12,68,2025-11-18 18:09:08.615573,2026-01-25 02:16:11.74548
9658,12,1594,order_list,,,50,54,2025-11-18 18:10:00.615573,2026-01-25 02:16:11.74548
9659,12,1594,favorites,,,30,32,2025-11-18 18:09:50.615573,2026-01-25 02:16:11.74548
9660,12,1594,settings,,,41,90,2025-11-18 18:10:20.615573,2026-01-25 02:16:11.74548
9661,12,1594,order_list,,,111,52,2025-11-18 18:12:56.615573,2026-01-25 02:16:11.74548
9662,12,1594,order_list,,,44,66,2025-11-18 18:11:53.615573,2026-01-25 02:16:11.74548
9663,12,1594,messages,,,71,51,2025-11-18 18:14:02.615573,2026-01-25 02:16:11.74548
9664,24,1595,order_list,,,56,65,2025-12-29 02:57:03.615573,2026-01-25 02:16:11.74548
9665,24,1595,favorites,,,52,76,2025-12-29 02:57:25.615573,2026-01-25 02:16:11.74548
9666,24,1595,order_detail,,,67,49,2025-12-29 02:57:45.615573,2026-01-25 02:16:11.74548
9667,24,1595,settings,,,45,58,2025-12-29 02:59:27.615573,2026-01-25 02:16:11.74548
9668,24,1595,order_list,,,72,64,2025-12-29 02:57:55.615573,2026-01-25 02:16:11.74548
9669,223,1596,checkout,,,115,65,2025-12-03 18:08:46.615573,2026-01-25 02:16:11.74548
9670,223,1596,favorites,,,57,29,2025-12-03 18:09:40.615573,2026-01-25 02:16:11.74548
9671,223,1596,settings,,,35,27,2025-12-03 18:10:00.615573,2026-01-25 02:16:11.74548
9672,223,1596,checkout,,,99,95,2025-12-03 18:11:34.615573,2026-01-25 02:16:11.74548
9673,223,1596,settings,,,113,35,2025-12-03 18:10:02.615573,2026-01-25 02:16:11.74548
9674,223,1596,favorites,,,43,38,2025-12-03 18:09:46.615573,2026-01-25 02:16:11.74548
9675,223,1596,messages,,,67,39,2025-12-03 18:09:58.615573,2026-01-25 02:16:11.74548
9676,223,1596,favorites,,,113,59,2025-12-03 18:13:54.615573,2026-01-25 02:16:11.74548
